[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
#           5.49541E-03  5.54626E-03  5.59758E-03  5.64937E-03  5.70164E-03
#           5.75440E-03  5.80764E-03  5.86138E-03  5.91562E-03  5.97035E-03
#           6.02560E-03  6.08135E-03  6.13762E-03  6.19441E-03  6.25173E-03
#           6.30957E-03  6.36796E-03  6.42688E-03  6.48634E-03  6.54636E-03
#           6.60693E-03  6.66807E-03  6.72977E-03  6.79204E-03  6.85488E-03
#           6.91831E-03  6.98232E-03  7.04693E-03  7.11214E-03  7.17794E-03
#           7.24436E-03  7.31139E-03  7.37904E-03  7.44732E-03  7.51623E-03
#           7.58578E-03  7.65597E-03  7.72681E-03  7.79830E-03  7.87046E-03
#           7.94328E-03  8.01678E-03  8.09096E-03  8.16582E-03  8.24138E-03
#           8.31764E-03  8.39460E-03  8.47227E-03  8.55067E-03  8.62979E-03
#           8.70964E-03  8.79023E-03  8.87156E-03  8.95365E-03  9.03649E-03
#           9.12011E-03  9.20450E-03  9.28966E-03  9.37562E-03  9.46237E-03
#           9.54993E-03  9.63829E-03  9.72747E-03  9.81748E-03  9.90832E-03
#           1.00000E-02  1.00925E-02  1.01859E-02  1.02802E-02  1.03753E-02
#           1.04713E-02  1.05682E-02  1.06660E-02  1.07647E-02  1.08643E-02
#           1.09648E-02  1.10662E-02  1.11686E-02  1.12720E-02  1.13763E-02
#           1.14815E-02  1.15878E-02  1.16950E-02  1.18032E-02  1.19124E-02
#           1.20226E-02  1.21339E-02  1.22462E-02  1.23595E-02  1.24738E-02
#           1.25893E-02  1.27057E-02  1.28233E-02  1.29420E-02  1.30617E-02
#           1.31826E-02  1.33045E-02  1.34276E-02  1.35519E-02  1.36773E-02
#           1.38038E-02  1.39316E-02  1.40605E-02  1.41906E-02  1.43219E-02
#           1.44544E-02  1.45881E-02  1.47231E-02  1.48594E-02  1.49968E-02
#           1.51356E-02  1.52757E-02  1.54170E-02  1.55597E-02  1.57036E-02
#           1.58489E-02  1.59956E-02  1.61436E-02  1.62930E-02  1.64437E-02
#           1.65959E-02  1.67494E-02  1.69044E-02  1.70608E-02  1.72187E-02
#           1.73780E-02  1.75388E-02  1.77011E-02  1.78649E-02  1.80302E-02
#           1.81970E-02  1.83654E-02  1.85353E-02  1.87068E-02  1.88799E-02
#           1.90546E-02  1.92309E-02  1.94089E-02  1.95884E-02  1.97697E-02
#           1.99526E-02  2.01372E-02  2.03236E-02  2.05116E-02  2.07014E-02
#           2.08930E-02  2.10863E-02  2.12814E-02  2.14783E-02  2.16770E-02
#           2.18776E-02  2.20800E-02  2.22844E-02  2.24905E-02  2.26986E-02
#           2.29087E-02  2.31206E-02  2.33346E-02  2.35505E-02  2.37684E-02
#           2.39883E-02  2.42103E-02  2.44343E-02  2.46604E-02  2.48886E-02
#           2.51189E-02  2.53513E-02  2.55859E-02  2.58226E-02  2.60615E-02
#           2.63027E-02  2.65461E-02  2.67917E-02  2.70396E-02  2.72898E-02
#           2.75423E-02  2.77971E-02  2.80543E-02  2.83139E-02  2.85759E-02
#           2.88403E-02  2.91072E-02  2.93765E-02  2.96483E-02  2.99226E-02
#           3.01995E-02  3.04789E-02  3.07610E-02  3.10456E-02  3.13329E-02
#           3.16228E-02  3.19154E-02  3.22107E-02  3.25087E-02  3.28095E-02
#           3.31131E-02  3.34195E-02  3.37287E-02  3.40408E-02  3.43558E-02
#           3.46737E-02  3.49945E-02  3.53183E-02  3.56451E-02  3.59749E-02
#           3.63078E-02  3.66438E-02  3.69828E-02  3.73250E-02  3.76704E-02
#           3.80189E-02  3.83707E-02  3.87258E-02  3.90841E-02  3.94457E-02
#           3.98107E-02  4.01791E-02  4.05509E-02  4.09261E-02  4.13048E-02
#           4.16869E-02  4.20727E-02  4.24620E-02  4.28549E-02  4.32514E-02
#           4.36516E-02  4.40555E-02  4.44631E-02  4.48745E-02  4.52898E-02
#           4.57088E-02  4.61318E-02  4.65586E-02  4.69894E-02  4.74242E-02
#           4.78630E-02  4.83059E-02  4.87528E-02  4.92040E-02  4.96592E-02
#           5.01187E-02  5.05825E-02  5.10505E-02  5.15229E-02  5.19996E-02
#           5.24807E-02  5.29663E-02  5.34564E-02  5.39511E-02  5.44503E-02
#           5.49541E-02  5.54626E-02  5.59758E-02  5.64937E-02  5.70164E-02
#           5.75440E-02  5.80764E-02  5.86138E-02  5.91562E-02  5.97035E-02
#           6.02560E-02  6.08135E-02  6.13762E-02  6.19441E-02  6.25173E-02
#           6.30957E-02  6.36796E-02  6.42688E-02  6.48634E-02  6.54636E-02
#           6.60693E-02  6.66807E-02  6.72977E-02  6.79204E-02  6.85488E-02
#           6.91831E-02  6.98232E-02  7.04693E-02  7.11214E-02  7.17794E-02
#           7.24436E-02  7.31139E-02  7.37904E-02  7.44732E-02  7.51623E-02
#           7.58578E-02  7.65597E-02  7.72681E-02  7.79830E-02  7.87046E-02
#           7.94328E-02  8.01678E-02  8.09096E-02  8.16582E-02  8.24138E-02
#           8.31764E-02  8.39460E-02  8.47227E-02  8.55067E-02  8.62979E-02
#           8.70964E-02  8.79023E-02  8.87156E-02  8.95365E-02  9.03649E-02
#           9.12011E-02  9.20450E-02  9.28966E-02  9.37562E-02  9.46237E-02
#           9.54993E-02  9.63829E-02  9.72747E-02  9.81748E-02  9.90832E-02
#           1.00000E-01  1.00925E-01  1.01859E-01  1.02802E-01  1.03753E-01
#           1.04713E-01  1.05682E-01  1.06660E-01  1.07647E-01  1.08643E-01
#           1.09648E-01  1.10662E-01  1.11686E-01  1.12720E-01  1.13763E-01
#           1.14815E-01  1.15878E-01  1.16950E-01  1.18032E-01  1.19124E-01
#           1.20226E-01  1.21339E-01  1.22462E-01  1.23595E-01  1.24738E-01
#           1.25893E-01  1.27057E-01  1.28233E-01  1.29420E-01  1.30617E-01
#           1.31826E-01  1.33045E-01  1.34276E-01  1.35519E-01  1.36773E-01
#           1.38038E-01  1.39316E-01  1.40605E-01  1.41906E-01  1.43219E-01
#           1.44544E-01  1.45881E-01  1.47231E-01  1.48594E-01  1.49968E-01
#           1.51356E-01  1.52757E-01  1.54170E-01  1.55597E-01  1.57036E-01
#           1.58489E-01  1.59956E-01  1.61436E-01  1.62930E-01  1.64437E-01
#           1.65959E-01  1.67494E-01  1.69044E-01  1.70608E-01  1.72187E-01
#           1.73780E-01  1.75388E-01  1.77011E-01  1.78649E-01  1.80302E-01
#           1.81970E-01  1.83654E-01  1.85353E-01  1.87068E-01  1.88799E-01
#           1.90546E-01  1.92309E-01  1.94089E-01  1.95884E-01  1.97697E-01
#           1.99526E-01  2.01372E-01  2.03236E-01  2.05116E-01  2.07014E-01
#           2.08930E-01  2.10863E-01  2.12814E-01  2.14783E-01  2.16770E-01
#           2.18776E-01  2.20800E-01  2.22844E-01  2.24905E-01  2.26986E-01
#           2.29087E-01  2.31206E-01  2.33346E-01  2.35505E-01  2.37684E-01
#           2.39883E-01  2.42103E-01  2.44343E-01  2.46604E-01  2.48886E-01
#           2.51189E-01  2.53513E-01  2.55859E-01  2.58226E-01  2.60615E-01
#           2.63027E-01  2.65461E-01  2.67917E-01  2.70396E-01  2.72898E-01
#           2.75423E-01  2.77971E-01  2.80543E-01  2.83139E-01  2.85759E-01
#           2.88403E-01  2.91072E-01  2.93765E-01  2.96483E-01  2.99226E-01
#           3.01995E-01  3.04789E-01  3.07610E-01  3.10456E-01  3.13329E-01
#           3.16228E-01  3.19154E-01  3.22107E-01  3.25087E-01  3.28095E-01
#           3.31131E-01  3.34195E-01  3.37287E-01  3.40408E-01  3.43558E-01
#           3.46737E-01  3.49945E-01  3.53183E-01  3.56451E-01  3.59749E-01
#           3.63078E-01  3.66438E-01  3.69828E-01  3.73250E-01  3.76704E-01
#           3.80189E-01  3.83707E-01  3.87258E-01  3.90841E-01  3.94457E-01
#           3.98107E-01  4.01791E-01  4.05509E-01  4.09261E-01  4.13048E-01
#           4.16869E-01  4.20727E-01  4.24620E-01  4.28549E-01  4.32514E-01
#           4.36516E-01  4.40555E-01  4.44631E-01  4.48745E-01  4.52898E-01
#           4.57088E-01  4.61318E-01  4.65586E-01  4.69894E-01  4.74242E-01
#           4.78630E-01  4.83059E-01  4.87528E-01  4.92040E-01  4.96592E-01
#           5.01187E-01  5.05825E-01  5.10505E-01  5.15229E-01  5.19996E-01
#           5.24807E-01  5.29663E-01  5.34564E-01  5.39511E-01  5.44503E-01
#           5.49541E-01  5.54626E-01  5.59758E-01  5.64937E-01  5.70164E-01
#           5.75440E-01  5.80764E-01  5.86138E-01  5.91562E-01  5.97035E-01
#           6.02560E-01  6.08135E-01  6.13762E-01  6.19441E-01  6.25173E-01
#           6.30957E-01  6.36796E-01  6.42688E-01  6.48634E-01  6.54636E-01
#           6.60693E-01  6.66807E-01  6.72977E-01  6.79204E-01  6.85488E-01
#           6.91831E-01  6.98232E-01  7.04693E-01  7.11214E-01  7.17794E-01
#           7.24436E-01  7.31139E-01  7.37904E-01  7.44732E-01  7.51623E-01
#           7.58578E-01  7.65597E-01  7.72681E-01  7.79830E-01  7.87046E-01
#           7.94328E-01  8.01678E-01  8.09096E-01  8.16582E-01  8.24138E-01
#           8.31764E-01  8.39460E-01  8.47227E-01  8.55067E-01  8.62979E-01
#           8.70964E-01  8.79023E-01  8.87156E-01  8.95365E-01  9.03649E-01
#           9.12011E-01  9.20450E-01  9.28966E-01  9.37562E-01  9.46237E-01
#           9.54993E-01  9.63829E-01  9.72747E-01  9.81748E-01  9.90832E-01
#           1.00000E+00  1.00925E+00  1.01859E+00  1.02802E+00  1.03753E+00
#           1.04713E+00  1.05682E+00  1.06660E+00  1.07647E+00  1.08643E+00
#           1.09648E+00  1.10662E+00  1.11686E+00  1.12720E+00  1.13763E+00
#           1.14815E+00  1.15878E+00  1.16950E+00  1.18032E+00  1.19124E+00
#           1.20226E+00  1.21339E+00  1.22462E+00  1.23595E+00  1.24738E+00
#           1.25893E+00  1.27057E+00  1.28233E+00  1.29420E+00  1.30617E+00
#           1.31826E+00  1.33045E+00  1.34276E+00  1.35519E+00  1.36773E+00
#           1.38038E+00  1.39316E+00  1.40605E+00  1.41906E+00  1.43219E+00
#           1.44544E+00  1.45881E+00  1.47231E+00  1.48594E+00  1.49968E+00
#           1.51356E+00  1.52757E+00  1.54170E+00  1.55597E+00  1.57036E+00
#           1.58489E+00  1.59956E+00  1.61436E+00  1.62930E+00  1.64437E+00
#           1.65959E+00  1.67494E+00  1.69044E+00  1.70608E+00  1.72187E+00
#           1.73780E+00  1.75388E+00  1.77011E+00  1.78649E+00  1.80302E+00
#           1.81970E+00  1.83654E+00  1.85353E+00  1.87068E+00  1.88799E+00
#           1.90546E+00  1.92309E+00  1.94089E+00  1.95884E+00  1.97697E+00
#           1.99526E+00  2.01372E+00  2.03236E+00  2.05116E+00  2.07014E+00
#           2.08930E+00  2.10863E+00  2.12814E+00  2.14783E+00  2.16770E+00
#           2.18776E+00  2.20800E+00  2.22844E+00  2.24905E+00  2.26986E+00
#           2.29087E+00  2.31206E+00  2.33346E+00  2.35505E+00  2.37684E+00
#           2.39883E+00  2.42103E+00  2.44343E+00  2.46604E+00  2.48886E+00
#           2.51189E+00  2.53513E+00  2.55859E+00  2.58226E+00  2.60615E+00
#           2.63027E+00  2.65461E+00  2.67917E+00  2.70396E+00  2.72898E+00
#           2.75423E+00  2.77971E+00  2.80543E+00  2.83139E+00  2.85759E+00
#           2.88403E+00  2.91072E+00  2.93765E+00  2.96483E+00  2.99226E+00
#           3.01995E+00  3.04789E+00  3.07610E+00  3.10456E+00  3.13329E+00
#           3.16228E+00  3.19154E+00  3.22107E+00  3.25087E+00  3.28095E+00
#           3.31131E+00  3.34195E+00  3.37287E+00  3.40408E+00  3.43558E+00
#           3.46737E+00  3.49945E+00  3.53183E+00  3.56451E+00  3.59749E+00
#           3.63078E+00  3.66438E+00  3.69828E+00  3.73250E+00  3.76704E+00
#           3.80189E+00  3.83707E+00  3.87258E+00  3.90841E+00  3.94457E+00
#           3.98107E+00  4.01791E+00  4.05509E+00  4.09261E+00  4.13048E+00
#           4.16869E+00  4.20727E+00  4.24620E+00  4.28549E+00  4.32514E+00
#           4.36516E+00  4.40555E+00  4.44631E+00  4.48745E+00  4.52898E+00
#           4.57088E+00  4.61318E+00  4.65586E+00  4.69894E+00  4.74242E+00
#           4.78630E+00  4.83059E+00  4.87528E+00  4.92040E+00  4.96592E+00
#           5.01187E+00  5.05825E+00  5.10505E+00  5.15229E+00  5.19996E+00
#           5.24807E+00  5.29663E+00  5.34564E+00  5.39511E+00  5.44503E+00
#           5.49541E+00  5.54626E+00  5.59758E+00  5.64937E+00  5.70164E+00
#           5.75440E+00  5.80764E+00  5.86138E+00  5.91562E+00  5.97035E+00
#           6.02560E+00  6.08135E+00  6.13762E+00  6.19441E+00  6.25173E+00
#           6.30957E+00  6.36796E+00  6.42688E+00  6.48634E+00  6.54636E+00
#           6.60693E+00  6.66807E+00  6.72977E+00  6.79204E+00  6.85488E+00
#           6.91831E+00  6.98232E+00  7.04693E+00  7.11214E+00  7.17794E+00
#           7.24436E+00  7.31139E+00  7.37904E+00  7.44732E+00  7.51623E+00
#           7.58578E+00  7.65597E+00  7.72681E+00  7.79830E+00  7.87046E+00
#           7.94328E+00  8.01678E+00  8.09096E+00  8.16582E+00  8.24138E+00
#           8.31764E+00  8.39460E+00  8.47227E+00  8.55067E+00  8.62979E+00
#           8.70964E+00  8.79023E+00  8.87156E+00  8.95365E+00  9.03649E+00
#           9.12011E+00  9.20450E+00  9.28966E+00  9.37562E+00  9.46237E+00
#           9.54993E+00  9.63829E+00  9.72747E+00  9.81748E+00  9.90832E+00
#           1.00000E+01
     unit =    1            # unit is [1/cm^2/source]
 material =  all            # (D=all) number of specific material
     axis =     eng            # axis of output
     file = track_eng_photon.dat  # file name of output for the above axis
     part =  photon   
# kf/name :  22       
    gshow =    1            # 0: no 1:bnd, 2:bnd+mat, 3:bnd+reg 4:bnd+lat 5:bmp style
    resol =    1            # (D=1) resolution of gshow or rshow
    width = 0.5000000       # (D=0.5) width of lines for gshow or rshow
   epsout =    1            # (D=0) generate eps file by ANGEL
#    used :        main (  %)        temp (  %)       total (  %)
#  memory :        1018 (  0)           0 (  0)        1018 (  0)

#------------------------------------------------------------------------------
#newpage:
#   no. =  1   ix  =  1   iy  =  1   iz  =  1
#   x = (  -1.0000E+00  -   1.0000E+00  )
#   y = (  -1.0000E+00  -   1.0000E+00  )
#   z = (  -3.0000E+00  -  -1.2500E+00  )

x: Energy [MeV]
y: Flux [1/cm^2/source]              
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(photon  ),hh0l   n 
#  e-lower      e-upper      photon      r.err 
   1.0000E-03   1.0093E-03   0.0000E+00  0.0000
   1.0093E-03   1.0186E-03   0.0000E+00  0.0000
   1.0186E-03   1.0280E-03   0.0000E+00  0.0000
   1.0280E-03   1.0375E-03   0.0000E+00  0.0000
   1.0375E-03   1.0471E-03   0.0000E+00  0.0000
   1.0471E-03   1.0568E-03   0.0000E+00  0.0000
   1.0568E-03   1.0666E-03   0.0000E+00  0.0000
   1.0666E-03   1.0765E-03   0.0000E+00  0.0000
   1.0765E-03   1.0864E-03   0.0000E+00  0.0000
   1.0864E-03   1.0965E-03   0.0000E+00  0.0000
   1.0965E-03   1.1066E-03   0.0000E+00  0.0000
   1.1066E-03   1.1169E-03   0.0000E+00  0.0000
   1.1169E-03   1.1272E-03   0.0000E+00  0.0000
   1.1272E-03   1.1376E-03   0.0000E+00  0.0000
   1.1376E-03   1.1482E-03   0.0000E+00  0.0000
   1.1482E-03   1.1588E-03   0.0000E+00  0.0000
   1.1588E-03   1.1695E-03   0.0000E+00  0.0000
   1.1695E-03   1.1803E-03   0.0000E+00  0.0000
   1.1803E-03   1.1912E-03   0.0000E+00  0.0000
   1.1912E-03   1.2023E-03   0.0000E+00  0.0000
   1.2023E-03   1.2134E-03   0.0000E+00  0.0000
   1.2134E-03   1.2246E-03   0.0000E+00  0.0000
   1.2246E-03   1.2359E-03   0.0000E+00  0.0000
   1.2359E-03   1.2474E-03   0.0000E+00  0.0000
   1.2474E-03   1.2589E-03   0.0000E+00  0.0000
   1.2589E-03   1.2706E-03   0.0000E+00  0.0000
   1.2706E-03   1.2823E-03   0.0000E+00  0.0000
   1.2823E-03   1.2942E-03   0.0000E+00  0.0000
   1.2942E-03   1.3062E-03   0.0000E+00  0.0000
   1.3062E-03   1.3183E-03   0.0000E+00  0.0000
   1.3183E-03   1.3305E-03   0.0000E+00  0.0000
   1.3305E-03   1.3428E-03   0.0000E+00  0.0000
   1.3428E-03   1.3552E-03   0.0000E+00  0.0000
   1.3552E-03   1.3677E-03   0.0000E+00  0.0000
   1.3677E-03   1.3804E-03   0.0000E+00  0.0000
   1.3804E-03   1.3932E-03   0.0000E+00  0.0000
   1.3932E-03   1.4060E-03   0.0000E+00  0.0000
   1.4060E-03   1.4191E-03   0.0000E+00  0.0000
   1.4191E-03   1.4322E-03   0.0000E+00  0.0000
   1.4322E-03   1.4454E-03   0.0000E+00  0.0000
   1.4454E-03   1.4588E-03   0.0000E+00  0.0000
   1.4588E-03   1.4723E-03   0.0000E+00  0.0000
   1.4723E-03   1.4859E-03   0.0000E+00  0.0000
   1.4859E-03   1.4997E-03   0.0000E+00  0.0000
   1.4997E-03   1.5136E-03   0.0000E+00  0.0000
   1.5136E-03   1.5276E-03   0.0000E+00  0.0000
   1.5276E-03   1.5417E-03   0.0000E+00  0.0000
   1.5417E-03   1.5560E-03   0.0000E+00  0.0000
   1.5560E-03   1.5704E-03   0.0000E+00  0.0000
   1.5704E-03   1.5849E-03   0.0000E+00  0.0000
   1.5849E-03   1.5996E-03   6.9555E+02  1.0000
   1.5996E-03   1.6144E-03   0.0000E+00  0.0000
   1.6144E-03   1.6293E-03   0.0000E+00  0.0000
   1.6293E-03   1.6444E-03   0.0000E+00  0.0000
   1.6444E-03   1.6596E-03   0.0000E+00  0.0000
   1.6596E-03   1.6749E-03   3.0905E+02  1.0000
   1.6749E-03   1.6904E-03   0.0000E+00  0.0000
   1.6904E-03   1.7061E-03   0.0000E+00  0.0000
   1.7061E-03   1.7219E-03   0.0000E+00  0.0000
   1.7219E-03   1.7378E-03   0.0000E+00  0.0000
   1.7378E-03   1.7539E-03   0.0000E+00  0.0000
   1.7539E-03   1.7701E-03   0.0000E+00  0.0000
   1.7701E-03   1.7865E-03   0.0000E+00  0.0000
   1.7865E-03   1.8030E-03   0.0000E+00  0.0000
   1.8030E-03   1.8197E-03   0.0000E+00  0.0000
   1.8197E-03   1.8365E-03   0.0000E+00  0.0000
   1.8365E-03   1.8535E-03   0.0000E+00  0.0000
   1.8535E-03   1.8707E-03   0.0000E+00  0.0000
   1.8707E-03   1.8880E-03   0.0000E+00  0.0000
   1.8880E-03   1.9055E-03   0.0000E+00  0.0000
   1.9055E-03   1.9231E-03   0.0000E+00  0.0000
   1.9231E-03   1.9409E-03   0.0000E+00  0.0000
   1.9409E-03   1.9588E-03   0.0000E+00  0.0000
   1.9588E-03   1.9770E-03   0.0000E+00  0.0000
   1.9770E-03   1.9953E-03   0.0000E+00  0.0000
   1.9953E-03   2.0137E-03   0.0000E+00  0.0000
   2.0137E-03   2.0324E-03   0.0000E+00  0.0000
   2.0324E-03   2.0512E-03   0.0000E+00  0.0000
   2.0512E-03   2.0701E-03   0.0000E+00  0.0000
   2.0701E-03   2.0893E-03   0.0000E+00  0.0000
   2.0893E-03   2.1086E-03   0.0000E+00  0.0000
   2.1086E-03   2.1281E-03   0.0000E+00  0.0000
   2.1281E-03   2.1478E-03   0.0000E+00  0.0000
   2.1478E-03   2.1677E-03   0.0000E+00  0.0000
   2.1677E-03   2.1878E-03   0.0000E+00  0.0000
   2.1878E-03   2.2080E-03   0.0000E+00  0.0000
   2.2080E-03   2.2284E-03   0.0000E+00  0.0000
   2.2284E-03   2.2491E-03   0.0000E+00  0.0000
   2.2491E-03   2.2699E-03   0.0000E+00  0.0000
   2.2699E-03   2.2909E-03   0.0000E+00  0.0000
   2.2909E-03   2.3121E-03   0.0000E+00  0.0000
   2.3121E-03   2.3335E-03   0.0000E+00  0.0000
   2.3335E-03   2.3550E-03   0.0000E+00  0.0000
   2.3550E-03   2.3768E-03   0.0000E+00  0.0000
   2.3768E-03   2.3988E-03   0.0000E+00  0.0000
   2.3988E-03   2.4210E-03   0.0000E+00  0.0000
   2.4210E-03   2.4434E-03   0.0000E+00  0.0000
   2.4434E-03   2.4660E-03   0.0000E+00  0.0000
   2.4660E-03   2.4889E-03   0.0000E+00  0.0000
   2.4889E-03   2.5119E-03   0.0000E+00  0.0000
   2.5119E-03   2.5351E-03   0.0000E+00  0.0000
   2.5351E-03   2.5586E-03   0.0000E+00  0.0000
   2.5586E-03   2.5823E-03   0.0000E+00  0.0000
   2.5823E-03   2.6062E-03   0.0000E+00  0.0000
   2.6062E-03   2.6303E-03   0.0000E+00  0.0000
   2.6303E-03   2.6546E-03   0.0000E+00  0.0000
   2.6546E-03   2.6792E-03   0.0000E+00  0.0000
   2.6792E-03   2.7040E-03   0.0000E+00  0.0000
   2.7040E-03   2.7290E-03   0.0000E+00  0.0000
   2.7290E-03   2.7542E-03   0.0000E+00  0.0000
   2.7542E-03   2.7797E-03   0.0000E+00  0.0000
   2.7797E-03   2.8054E-03   0.0000E+00  0.0000
   2.8054E-03   2.8314E-03   0.0000E+00  0.0000
   2.8314E-03   2.8576E-03   0.0000E+00  0.0000
   2.8576E-03   2.8840E-03   0.0000E+00  0.0000
   2.8840E-03   2.9107E-03   0.0000E+00  0.0000
   2.9107E-03   2.9376E-03   0.0000E+00  0.0000
   2.9376E-03   2.9648E-03   0.0000E+00  0.0000
   2.9648E-03   2.9923E-03   0.0000E+00  0.0000
   2.9923E-03   3.0200E-03   0.0000E+00  0.0000
   3.0200E-03   3.0479E-03   0.0000E+00  0.0000
   3.0479E-03   3.0761E-03   0.0000E+00  0.0000
   3.0761E-03   3.1046E-03   0.0000E+00  0.0000
   3.1046E-03   3.1333E-03   0.0000E+00  0.0000
   3.1333E-03   3.1623E-03   0.0000E+00  0.0000
   3.1623E-03   3.1915E-03   0.0000E+00  0.0000
   3.1915E-03   3.2211E-03   0.0000E+00  0.0000
   3.2211E-03   3.2509E-03   0.0000E+00  0.0000
   3.2509E-03   3.2810E-03   0.0000E+00  0.0000
   3.2810E-03   3.3113E-03   0.0000E+00  0.0000
   3.3113E-03   3.3420E-03   0.0000E+00  0.0000
   3.3420E-03   3.3729E-03   0.0000E+00  0.0000
   3.3729E-03   3.4041E-03   0.0000E+00  0.0000
   3.4041E-03   3.4356E-03   0.0000E+00  0.0000
   3.4356E-03   3.4674E-03   0.0000E+00  0.0000
   3.4674E-03   3.4995E-03   0.0000E+00  0.0000
   3.4995E-03   3.5318E-03   0.0000E+00  0.0000
   3.5318E-03   3.5645E-03   0.0000E+00  0.0000
   3.5645E-03   3.5975E-03   0.0000E+00  0.0000
   3.5975E-03   3.6308E-03   0.0000E+00  0.0000
   3.6308E-03   3.6644E-03   0.0000E+00  0.0000
   3.6644E-03   3.6983E-03   0.0000E+00  0.0000
