[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
   3.4356E-03   3.4674E-03   0.0000E+00  0.0000
   3.4674E-03   3.4995E-03   0.0000E+00  0.0000
   3.4995E-03   3.5318E-03   0.0000E+00  0.0000
   3.5318E-03   3.5645E-03   7.0458E+00  1.0000
   3.5645E-03   3.5975E-03   0.0000E+00  0.0000
   3.5975E-03   3.6308E-03   0.0000E+00  0.0000
   3.6308E-03   3.6644E-03   0.0000E+00  0.0000
   3.6644E-03   3.6983E-03   0.0000E+00  0.0000
   3.6983E-03   3.7325E-03   1.9436E+02  1.0000
   3.7325E-03   3.7670E-03   5.0739E+00  1.0000
   3.7670E-03   3.8019E-03   0.0000E+00  0.0000
   3.8019E-03   3.8371E-03   0.0000E+00  0.0000
   3.8371E-03   3.8726E-03   0.0000E+00  0.0000
   3.8726E-03   3.9084E-03   0.0000E+00  0.0000
   3.9084E-03   3.9446E-03   0.0000E+00  0.0000
   3.9446E-03   3.9811E-03   0.0000E+00  0.0000
   3.9811E-03   4.0179E-03   8.9234E+01  1.0000
   4.0179E-03   4.0551E-03   0.0000E+00  0.0000
   4.0551E-03   4.0926E-03   0.0000E+00  0.0000
   4.0926E-03   4.1305E-03   0.0000E+00  0.0000
   4.1305E-03   4.1687E-03   0.0000E+00  0.0000
   4.1687E-03   4.2073E-03   0.0000E+00  0.0000
   4.2073E-03   4.2462E-03   0.0000E+00  0.0000
   4.2462E-03   4.2855E-03   0.0000E+00  0.0000
   4.2855E-03   4.3251E-03   9.4651E+01  1.0000
   4.3251E-03   4.3652E-03   0.0000E+00  0.0000
   4.3652E-03   4.4055E-03   0.0000E+00  0.0000
   4.4055E-03   4.4463E-03   0.0000E+00  0.0000
   4.4463E-03   4.4875E-03   2.4538E+02  0.7073
   4.4875E-03   4.5290E-03   0.0000E+00  0.0000
   4.5290E-03   4.5709E-03   0.0000E+00  0.0000
   4.5709E-03   4.6132E-03   0.0000E+00  0.0000
   4.6132E-03   4.6559E-03   0.0000E+00  0.0000
   4.6559E-03   4.6989E-03   0.0000E+00  0.0000
   4.6989E-03   4.7424E-03   0.0000E+00  0.0000
   4.7424E-03   4.7863E-03   0.0000E+00  0.0000
   4.7863E-03   4.8306E-03   0.0000E+00  0.0000
   4.8306E-03   4.8753E-03   0.0000E+00  0.0000
   4.8753E-03   4.9204E-03   0.0000E+00  0.0000
   4.9204E-03   4.9659E-03   0.0000E+00  0.0000
   4.9659E-03   5.0119E-03   0.0000E+00  0.0000
   5.0119E-03   5.0582E-03   0.0000E+00  0.0000
   5.0582E-03   5.1050E-03   0.0000E+00  0.0000
   5.1050E-03   5.1523E-03   0.0000E+00  0.0000
   5.1523E-03   5.2000E-03   6.0223E+01  1.0000
   5.2000E-03   5.2481E-03   0.0000E+00  0.0000
   5.2481E-03   5.2966E-03   0.0000E+00  0.0000
   5.2966E-03   5.3456E-03   0.0000E+00  0.0000
   5.3456E-03   5.3951E-03   0.0000E+00  0.0000
   5.3951E-03   5.4450E-03   0.0000E+00  0.0000
   5.4450E-03   5.4954E-03   0.0000E+00  0.0000
   5.4954E-03   5.5463E-03   0.0000E+00  0.0000
   5.5463E-03   5.5976E-03   0.0000E+00  0.0000
   5.5976E-03   5.6494E-03   0.0000E+00  0.0000
   5.6494E-03   5.7016E-03   0.0000E+00  0.0000
   5.7016E-03   5.7544E-03   0.0000E+00  0.0000
   5.7544E-03   5.8076E-03   1.6199E+02  1.0000
   5.8076E-03   5.8614E-03   0.0000E+00  0.0000
   5.8614E-03   5.9156E-03   0.0000E+00  0.0000
   5.9156E-03   5.9704E-03   0.0000E+00  0.0000
   5.9704E-03   6.0256E-03   1.6721E+03  1.0000
   6.0256E-03   6.0814E-03   0.0000E+00  0.0000
   6.0814E-03   6.1376E-03   0.0000E+00  0.0000
   6.1376E-03   6.1944E-03   0.0000E+00  0.0000
   6.1944E-03   6.2517E-03   0.0000E+00  0.0000
   6.2517E-03   6.3096E-03   0.0000E+00  0.0000
   6.3096E-03   6.3680E-03   0.0000E+00  0.0000
   6.3680E-03   6.4269E-03   0.0000E+00  0.0000
   6.4269E-03   6.4863E-03   0.0000E+00  0.0000
   6.4863E-03   6.5464E-03   0.0000E+00  0.0000
   6.5464E-03   6.6069E-03   0.0000E+00  0.0000
   6.6069E-03   6.6681E-03   0.0000E+00  0.0000
   6.6681E-03   6.7298E-03   1.2379E+02  1.0000
   6.7298E-03   6.7920E-03   0.0000E+00  0.0000
   6.7920E-03   6.8549E-03   0.0000E+00  0.0000
   6.8549E-03   6.9183E-03   0.0000E+00  0.0000
   6.9183E-03   6.9823E-03   0.0000E+00  0.0000
   6.9823E-03   7.0469E-03   0.0000E+00  0.0000
   7.0469E-03   7.1121E-03   9.2619E+02  1.0000
   7.1121E-03   7.1779E-03   0.0000E+00  0.0000
   7.1779E-03   7.2444E-03   0.0000E+00  0.0000
   7.2444E-03   7.3114E-03   0.0000E+00  0.0000
   7.3114E-03   7.3790E-03   0.0000E+00  0.0000
   7.3790E-03   7.4473E-03   1.1547E+03  1.0000
   7.4473E-03   7.5162E-03   0.0000E+00  0.0000
   7.5162E-03   7.5858E-03   0.0000E+00  0.0000
   7.5858E-03   7.6560E-03   0.0000E+00  0.0000
   7.6560E-03   7.7268E-03   2.5640E+02  1.0000
   7.7268E-03   7.7983E-03   0.0000E+00  0.0000
   7.7983E-03   7.8705E-03   0.0000E+00  0.0000
   7.8705E-03   7.9433E-03   0.0000E+00  0.0000
   7.9433E-03   8.0168E-03   2.5654E+03  0.9000
   8.0168E-03   8.0910E-03   0.0000E+00  0.0000
   8.0910E-03   8.1658E-03   1.1955E+02  1.0000
   8.1658E-03   8.2414E-03   0.0000E+00  0.0000
   8.2414E-03   8.3176E-03   0.0000E+00  0.0000
   8.3176E-03   8.3946E-03   0.0000E+00  0.0000
   8.3946E-03   8.4723E-03   0.0000E+00  0.0000
   8.4723E-03   8.5507E-03   0.0000E+00  0.0000
   8.5507E-03   8.6298E-03   0.0000E+00  0.0000
   8.6298E-03   8.7096E-03   0.0000E+00  0.0000
   8.7096E-03   8.7902E-03   1.1514E+04  1.0000
   8.7902E-03   8.8716E-03   0.0000E+00  0.0000
   8.8716E-03   8.9536E-03   0.0000E+00  0.0000
   8.9536E-03   9.0365E-03   0.0000E+00  0.0000
   9.0365E-03   9.1201E-03   0.0000E+00  0.0000
   9.1201E-03   9.2045E-03   0.0000E+00  0.0000
   9.2045E-03   9.2897E-03   0.0000E+00  0.0000
   9.2897E-03   9.3756E-03   0.0000E+00  0.0000
   9.3756E-03   9.4624E-03   1.1078E+01  1.0000
   9.4624E-03   9.5499E-03   0.0000E+00  0.0000
   9.5499E-03   9.6383E-03   0.0000E+00  0.0000
   9.6383E-03   9.7275E-03   0.0000E+00  0.0000
   9.7275E-03   9.8175E-03   0.0000E+00  0.0000
   9.8175E-03   9.9083E-03   5.7085E+02  1.0000
   9.9083E-03   1.0000E-02   0.0000E+00  0.0000
   1.0000E-02   1.0093E-02   0.0000E+00  0.0000
   1.0093E-02   1.0186E-02   0.0000E+00  0.0000
   1.0186E-02   1.0280E-02   0.0000E+00  0.0000
   1.0280E-02   1.0375E-02   0.0000E+00  0.0000
   1.0375E-02   1.0471E-02   0.0000E+00  0.0000
   1.0471E-02   1.0568E-02   0.0000E+00  0.0000
   1.0568E-02   1.0666E-02   8.1533E+02  1.0000
   1.0666E-02   1.0765E-02   0.0000E+00  0.0000
   1.0765E-02   1.0864E-02   1.4112E+02  1.0000
   1.0864E-02   1.0965E-02   0.0000E+00  0.0000
   1.0965E-02   1.1066E-02   0.0000E+00  0.0000
   1.1066E-02   1.1169E-02   0.0000E+00  0.0000
   1.1169E-02   1.1272E-02   0.0000E+00  0.0000
   1.1272E-02   1.1376E-02   0.0000E+00  0.0000
   1.1376E-02   1.1482E-02   0.0000E+00  0.0000
   1.1482E-02   1.1588E-02   0.0000E+00  0.0000
   1.1588E-02   1.1695E-02   0.0000E+00  0.0000
   1.1695E-02   1.1803E-02   4.9180E+03  1.0000
   1.1803E-02   1.1912E-02   3.3532E+04  0.9231
   1.1912E-02   1.2023E-02   0.0000E+00  0.0000
   1.2023E-02   1.2134E-02   2.9480E+03  1.0000
   1.2134E-02   1.2246E-02   0.0000E+00  0.0000
   1.2246E-02   1.2359E-02   0.0000E+00  0.0000
   1.2359E-02   1.2474E-02   0.0000E+00  0.0000
   1.2474E-02   1.2589E-02   0.0000E+00  0.0000
   1.2589E-02   1.2706E-02   0.0000E+00  0.0000
   1.2706E-02   1.2823E-02   0.0000E+00  0.0000
   1.2823E-02   1.2942E-02   0.0000E+00  0.0000
   1.2942E-02   1.3062E-02   0.0000E+00  0.0000
   1.3062E-02   1.3183E-02   0.0000E+00  0.0000
   1.3183E-02   1.3305E-02   0.0000E+00  0.0000
   1.3305E-02   1.3428E-02   0.0000E+00  0.0000
   1.3428E-02   1.3552E-02   0.0000E+00  0.0000
   1.3552E-02   1.3677E-02   1.2466E+03  1.0000
   1.3677E-02   1.3804E-02   0.0000E+00  0.0000
   1.3804E-02   1.3932E-02   2.1010E+04  1.0000
   1.3932E-02   1.4060E-02   8.9240E+02  1.0000
   1.4060E-02   1.4191E-02   0.0000E+00  0.0000
   1.4191E-02   1.4322E-02   0.0000E+00  0.0000
   1.4322E-02   1.4454E-02   0.0000E+00  0.0000
   1.4454E-02   1.4588E-02   0.0000E+00  0.0000
   1.4588E-02   1.4723E-02   0.0000E+00  0.0000
   1.4723E-02   1.4859E-02   0.0000E+00  0.0000
   1.4859E-02   1.4997E-02   0.0000E+00  0.0000
   1.4997E-02   1.5136E-02   0.0000E+00  0.0000
   1.5136E-02   1.5276E-02   0.0000E+00  0.0000
   1.5276E-02   1.5417E-02   0.0000E+00  0.0000
   1.5417E-02   1.5560E-02   5.0891E+02  1.0000
   1.5560E-02   1.5704E-02   0.0000E+00  0.0000
   1.5704E-02   1.5849E-02   0.0000E+00  0.0000
   1.5849E-02   1.5996E-02   3.5157E+03  1.0000
   1.5996E-02   1.6144E-02   0.0000E+00  0.0000
   1.6144E-02   1.6293E-02   0.0000E+00  0.0000
   1.6293E-02   1.6444E-02   5.8627E+03  1.0000
   1.6444E-02   1.6596E-02   1.4580E+03  1.0000
   1.6596E-02   1.6749E-02   0.0000E+00  0.0000
   1.6749E-02   1.6904E-02   4.7553E+02  1.0000
   1.6904E-02   1.7061E-02   6.7535E+03  1.0000
   1.7061E-02   1.7219E-02   0.0000E+00  0.0000
   1.7219E-02   1.7378E-02   0.0000E+00  0.0000
   1.7378E-02   1.7539E-02   1.5621E+04  1.0000
   1.7539E-02   1.7701E-02   0.0000E+00  0.0000
   1.7701E-02   1.7865E-02   0.0000E+00  0.0000
   1.7865E-02   1.8030E-02   2.5213E+03  1.0000
   1.8030E-02   1.8197E-02   9.0447E+03  1.0000
   1.8197E-02   1.8365E-02   2.8042E+04  1.0000
   1.8365E-02   1.8535E-02   3.3496E+03  1.0000
   1.8535E-02   1.8707E-02   0.0000E+00  0.0000
   1.8707E-02   1.8880E-02   1.2714E+04  1.0000
   1.8880E-02   1.9055E-02   7.7263E+02  1.0000
   1.9055E-02   1.9231E-02   4.4237E+02  1.0000
   1.9231E-02   1.9409E-02   0.0000E+00  0.0000
   1.9409E-02   1.9588E-02   3.1422E+04  1.0000
   1.9588E-02   1.9770E-02   0.0000E+00  0.0000
   1.9770E-02   1.9953E-02   8.7682E+03  1.0000
   1.9953E-02   2.0137E-02   0.0000E+00  0.0000
   2.0137E-02   2.0324E-02   2.2498E+04  0.7641
   2.0324E-02   2.0512E-02   4.8837E+02  1.0000
   2.0512E-02   2.0701E-02   0.0000E+00  0.0000
   2.0701E-02   2.0893E-02   4.3144E+01  1.0000
   2.0893E-02   2.1086E-02   1.0588E+04  0.8123
   2.1086E-02   2.1281E-02   0.0000E+00  0.0000
   2.1281E-02   2.1478E-02   0.0000E+00  0.0000
   2.1478E-02   2.1677E-02   0.0000E+00  0.0000
   2.1677E-02   2.1878E-02   9.1515E+03  0.9420
   2.1878E-02   2.2080E-02   2.7047E+04  0.7402
   2.2080E-02   2.2284E-02   2.0114E+04  1.0000
   2.2284E-02   2.2491E-02   4.5711E+04  0.7389
   2.2491E-02   2.2699E-02   3.9345E+04  0.5947
   2.2699E-02   2.2909E-02   3.7058E+04  0.6469
   2.2909E-02   2.3121E-02   1.8319E+03  1.0000
   2.3121E-02   2.3335E-02   6.2698E+02  1.0000
   2.3335E-02   2.3550E-02   2.2231E+04  0.9006
   2.3550E-02   2.3768E-02   4.5166E+03  0.8536
   2.3768E-02   2.3988E-02   5.3312E+02  0.9581
   2.3988E-02   2.4210E-02   1.1187E+03  1.0000
   2.4210E-02   2.4434E-02   1.4048E+04  1.0000
   2.4434E-02   2.4660E-02   3.7834E+03  1.0000
   2.4660E-02   2.4889E-02   4.0939E+04  0.7695
   2.4889E-02   2.5119E-02   3.6621E+03  1.0000
   2.5119E-02   2.5351E-02   1.0190E+04  0.7317
   2.5351E-02   2.5586E-02   8.2378E+03  0.8622
   2.5586E-02   2.5823E-02   0.0000E+00  0.0000
   2.5823E-02   2.6062E-02   5.4829E+04  0.5889
   2.6062E-02   2.6303E-02   6.0848E+04  0.6657
   2.6303E-02   2.6546E-02   1.9289E+04  0.6958
   2.6546E-02   2.6792E-02   1.3182E+04  0.8465
   2.6792E-02   2.7040E-02   2.1720E+04  0.7228
   2.7040E-02   2.7290E-02   8.8960E+03  0.9777
   2.7290E-02   2.7542E-02   1.4711E+04  0.7790
   2.7542E-02   2.7797E-02   5.9917E+04  0.6756
   2.7797E-02   2.8054E-02   4.3833E+04  0.5587
   2.8054E-02   2.8314E-02   3.0435E+04  0.5961
   2.8314E-02   2.8576E-02   4.9705E+04  0.4424
   2.8576E-02   2.8840E-02   3.1830E+04  0.8463
   2.8840E-02   2.9107E-02   1.8696E+04  1.0000
   2.9107E-02   2.9376E-02   8.3992E+04  0.5856
   2.9376E-02   2.9648E-02   8.0554E+04  0.5495
   2.9648E-02   2.9923E-02   3.7594E+04  0.6175
   2.9923E-02   3.0200E-02   7.4454E+04  0.4313
   3.0200E-02   3.0479E-02   7.4913E+04  0.5393
   3.0479E-02   3.0761E-02   2.7077E+04  0.5724
   3.0761E-02   3.1046E-02   6.7833E+04  0.4396
   3.1046E-02   3.1333E-02   2.2912E+04  0.7050
   3.1333E-02   3.1623E-02   1.0322E+05  0.4146
   3.1623E-02   3.1915E-02   4.5037E+04  0.6791
   3.1915E-02   3.2211E-02   5.9969E+04  0.5868
   3.2211E-02   3.2509E-02   1.0857E+05  0.4490
   3.2509E-02   3.2810E-02   7.9134E+04  0.4508
   3.2810E-02   3.3113E-02   1.3011E+05  0.4000
   3.3113E-02   3.3420E-02   1.5251E+05  0.3889
   3.3420E-02   3.3729E-02   1.1040E+05  0.4024
   3.3729E-02   3.4041E-02   1.9220E+05  0.3609
   3.4041E-02   3.4356E-02   1.3392E+05  0.4036
   3.4356E-02   3.4674E-02   1.8694E+05  0.3435
   3.4674E-02   3.4995E-02   1.0095E+05  0.3759
   3.4995E-02   3.5318E-02   5.3263E+04  0.4831
   3.5318E-02   3.5645E-02   1.0977E+05  0.4502
   3.5645E-02   3.5975E-02   1.4623E+05  0.3430
   3.5975E-02   3.6308E-02   1.6525E+05  0.3547
   3.6308E-02   3.6644E-02   1.0986E+05  0.4077
   3.6644E-02   3.6983E-02   2.2893E+05  0.3058
   3.6983E-02   3.7325E-02   2.5484E+05  0.2919
   3.7325E-02   3.7670E-02   1.6992E+05  0.3209
   3.7670E-02   3.8019E-02   1.4759E+05  0.3072
   3.8019E-02   3.8371E-02   1.5469E+05  0.3119
   3.8371E-02   3.8726E-02   1.2077E+05  0.3593
   3.8726E-02   3.9084E-02   2.4521E+05  0.3049
   3.9084E-02   3.9446E-02   2.4567E+05  0.2899
   3.9446E-02   3.9811E-02   1.6742E+05  0.4125
   3.9811E-02   4.0179E-02   1.3936E+05  0.3368
   4.0179E-02   4.0551E-02   2.3707E+05  0.2571
   4.0551E-02   4.0926E-02   3.7360E+05  0.2260
   4.0926E-02   4.1305E-02   1.8437E+05  0.3045
   4.1305E-02   4.1687E-02   2.6887E+05  0.2709
   4.1687E-02   4.2073E-02   4.3901E+05  0.2182
   4.2073E-02   4.2462E-02   2.2472E+05  0.2780
   4.2462E-02   4.2855E-02   2.8141E+05  0.2581
   4.2855E-02   4.3251E-02   2.6670E+05  0.2672
   4.3251E-02   4.3652E-02   3.5830E+05  0.2441
   4.3652E-02   4.4055E-02   1.7830E+05  0.3116
   4.4055E-02   4.4463E-02   2.3739E+05  0.2947
   4.4463E-02   4.4875E-02   2.7980E+05  0.2526
   4.4875E-02   4.5290E-02   2.6705E+05  0.2573
   4.5290E-02   4.5709E-02   2.8799E+05  0.2411
   4.5709E-02   4.6132E-02   4.3523E+05  0.2292
   4.6132E-02   4.6559E-02   4.4264E+05  0.2154
   4.6559E-02   4.6989E-02   3.9048E+05  0.2371
   4.6989E-02   4.7424E-02   3.8058E+05  0.2253
   4.7424E-02   4.7863E-02   3.3046E+05  0.2268
   4.7863E-02   4.8306E-02   3.9206E+05  0.2207
   4.8306E-02   4.8753E-02   2.9630E+05  0.2630
   4.8753E-02   4.9204E-02   2.8875E+05  0.2600
   4.9204E-02   4.9659E-02   6.0384E+05  0.1835
   4.9659E-02   5.0119E-02   3.8619E+05  0.2231
   5.0119E-02   5.0582E-02   3.5658E+05  0.2474
   5.0582E-02   5.1050E-02   5.8071E+05  0.1987
   5.1050E-02   5.1523E-02   4.7448E+05  0.2074
   5.1523E-02   5.2000E-02   5.0240E+05  0.2068
   5.2000E-02   5.2481E-02   3.6533E+05  0.2338
   5.2481E-02   5.2966E-02   4.6900E+05  0.2121
   5.2966E-02   5.3456E-02   4.8285E+05  0.2053
   5.3456E-02   5.3951E-02   4.7407E+05  0.2253
   5.3951E-02   5.4450E-02   4.0697E+05  0.2154
   5.4450E-02   5.4954E-02   2.8987E+05  0.2427
   5.4954E-02   5.5463E-02   5.3044E+05  0.1873
   5.5463E-02   5.5976E-02   4.1639E+05  0.2097
   5.5976E-02   5.6494E-02   5.8064E+05  0.1802
   5.6494E-02   5.7016E-02   4.2991E+05  0.2157
   5.7016E-02   5.7544E-02   4.7285E+05  0.2119
   5.7544E-02   5.8076E-02   5.6048E+05  0.1780
   5.8076E-02   5.8614E-02   4.4855E+05  0.2153
   5.8614E-02   5.9156E-02   4.1562E+05  0.2219
   5.9156E-02   5.9704E-02   5.0908E+05  0.2023
   5.9704E-02   6.0256E-02   5.7701E+05  0.1841
   6.0256E-02   6.0814E-02   6.2319E+05  0.1938
   6.0814E-02   6.1376E-02   3.8425E+05  0.2260
   6.1376E-02   6.1944E-02   3.5321E+05  0.2091
   6.1944E-02   6.2517E-02   3.9506E+05  0.2213
   6.2517E-02   6.3096E-02   4.4529E+05  0.2101
   6.3096E-02   6.3680E-02   6.1459E+05  0.1832
   6.3680E-02   6.4269E-02   6.3543E+05  0.1730
   6.4269E-02   6.4863E-02   6.0066E+05  0.1750
   6.4863E-02   6.5464E-02   5.0191E+05  0.1942
   6.5464E-02   6.6069E-02   6.9293E+05  0.1702
   6.6069E-02   6.6681E-02   6.2109E+05  0.1794
   6.6681E-02   6.7298E-02   4.5629E+05  0.2042
   6.7298E-02   6.7920E-02   5.9866E+05  0.1942
   6.7920E-02   6.8549E-02   4.4433E+05  0.2168
   6.8549E-02   6.9183E-02   5.6054E+05  0.1987
   6.9183E-02   6.9823E-02   5.6088E+05  0.1898
   6.9823E-02   7.0469E-02   5.6109E+05  0.1887
   7.0469E-02   7.1121E-02   5.0272E+05  0.1924
   7.1121E-02   7.1779E-02   6.4290E+05  0.1780
   7.1779E-02   7.2444E-02   6.6619E+05  0.1783
   7.2444E-02   7.3114E-02   6.2991E+05  0.1754
   7.3114E-02   7.3790E-02   5.8969E+05  0.1865
   7.3790E-02   7.4473E-02   7.4062E+05  0.1694
   7.4473E-02   7.5162E-02   6.3855E+05  0.1852
   7.5162E-02   7.5858E-02   5.2105E+05  0.1899
   7.5858E-02   7.6560E-02   5.0458E+05  0.1917
   7.6560E-02   7.7268E-02   7.1487E+05  0.1668
   7.7268E-02   7.7983E-02   4.2101E+05  0.2077
   7.7983E-02   7.8705E-02   5.6655E+05  0.1909
   7.8705E-02   7.9433E-02   8.0279E+05  0.1508
   7.9433E-02   8.0168E-02   8.3627E+05  0.1664
   8.0168E-02   8.0910E-02   7.0922E+05  0.1668
   8.0910E-02   8.1658E-02   7.3876E+05  0.1657
   8.1658E-02   8.2414E-02   5.1388E+05  0.1766
   8.2414E-02   8.3176E-02   7.2522E+05  0.1746
   8.3176E-02   8.3946E-02   7.3987E+05  0.1561
   8.3946E-02   8.4723E-02   6.1216E+05  0.1784
   8.4723E-02   8.5507E-02   6.3086E+05  0.1747
   8.5507E-02   8.6298E-02   8.5759E+05  0.1551
   8.6298E-02   8.7096E-02   7.6710E+05  0.1597
   8.7096E-02   8.7902E-02   4.8419E+05  0.1963
   8.7902E-02   8.8716E-02   6.3849E+05  0.1714
   8.8716E-02   8.9536E-02   7.9958E+05  0.1567
   8.9536E-02   9.0365E-02   7.2973E+05  0.1711
   9.0365E-02   9.1201E-02   6.7173E+05  0.1713
   9.1201E-02   9.2045E-02   6.7526E+05  0.1761
   9.2045E-02   9.2897E-02   6.5192E+05  0.1842
   9.2897E-02   9.3756E-02   5.6258E+05  0.1810
   9.3756E-02   9.4624E-02   7.9428E+05  0.1624
   9.4624E-02   9.5499E-02   6.1629E+05  0.1704
   9.5499E-02   9.6383E-02   7.1903E+05  0.1739
   9.6383E-02   9.7275E-02   5.9959E+05  0.1614
   9.7275E-02   9.8175E-02   7.7486E+05  0.1660
   9.8175E-02   9.9083E-02   6.8451E+05  0.1781
   9.9083E-02   1.0000E-01   6.9782E+05  0.1660
   1.0000E-01   1.0093E-01   6.4585E+05  0.1807
   1.0093E-01   1.0186E-01   5.8146E+05  0.1886
   1.0186E-01   1.0280E-01   5.7255E+05  0.1762
   1.0280E-01   1.0375E-01   5.8062E+05  0.1931
   1.0375E-01   1.0471E-01   6.3125E+05  0.1827
   1.0471E-01   1.0568E-01   8.1301E+05  0.1539
   1.0568E-01   1.0666E-01   6.7378E+05  0.1656
   1.0666E-01   1.0765E-01   6.3468E+05  0.1729
   1.0765E-01   1.0864E-01   6.9403E+05  0.1717
   1.0864E-01   1.0965E-01   9.9779E+05  0.1485
   1.0965E-01   1.1066E-01   1.6073E+06  0.1207
   1.1066E-01   1.1169E-01   7.8083E+05  0.1556
   1.1169E-01   1.1272E-01   7.4119E+05  0.1610
   1.1272E-01   1.1376E-01   7.1114E+05  0.1632
   1.1376E-01   1.1482E-01   6.9184E+05  0.1694
   1.1482E-01   1.1588E-01   8.2344E+05  0.1500
   1.1588E-01   1.1695E-01   6.7803E+05  0.1692
   1.1695E-01   1.1803E-01   5.1076E+05  0.1842
   1.1803E-01   1.1912E-01   5.7876E+05  0.1749
   1.1912E-01   1.2023E-01   7.2635E+05  0.1722
   1.2023E-01   1.2134E-01   9.1306E+05  0.1523
   1.2134E-01   1.2246E-01   7.1592E+05  0.1688
   1.2246E-01   1.2359E-01   8.4638E+05  0.1592
   1.2359E-01   1.2474E-01   6.8000E+05  0.1662
   1.2474E-01   1.2589E-01   6.5987E+05  0.1805
   1.2589E-01   1.2706E-01   6.2298E+05  0.1695
   1.2706E-01   1.2823E-01   5.8604E+05  0.1870
   1.2823E-01   1.2942E-01   9.0104E+05  0.1488
   1.2942E-01   1.3062E-01   7.3078E+05  0.1555
   1.3062E-01   1.3183E-01   6.0753E+05  0.1672
   1.3183E-01   1.3305E-01   7.0455E+05  0.1621
   1.3305E-01   1.3428E-01   8.1355E+05  0.1670
   1.3428E-01   1.3552E-01   7.6691E+05  0.1567
   1.3552E-01   1.3677E-01   8.7500E+05  0.1422
   1.3677E-01   1.3804E-01   8.7002E+05  0.1552
   1.3804E-01   1.3932E-01   9.7010E+05  0.1358
   1.3932E-01   1.4060E-01   7.0581E+05  0.1669
   1.4060E-01   1.4191E-01   1.0433E+06  0.1472
   1.4191E-01   1.4322E-01   9.1801E+05  0.1483
   1.4322E-01   1.4454E-01   8.0628E+05  0.1492
   1.4454E-01   1.4588E-01   5.8492E+05  0.1640
   1.4588E-01   1.4723E-01   8.8807E+05  0.1572
   1.4723E-01   1.4859E-01   8.1746E+05  0.1593
   1.4859E-01   1.4997E-01   8.8354E+05  0.1489
   1.4997E-01   1.5136E-01   9.7114E+05  0.1352
   1.5136E-01   1.5276E-01   7.2076E+05  0.1548
   1.5276E-01   1.5417E-01   7.0947E+05  0.1671
   1.5417E-01   1.5560E-01   7.8037E+05  0.1564
   1.5560E-01   1.5704E-01   5.7645E+05  0.1747
   1.5704E-01   1.5849E-01   8.3760E+05  0.1616
   1.5849E-01   1.5996E-01   7.9064E+05  0.1529
   1.5996E-01   1.6144E-01   7.2040E+05  0.1604
   1.6144E-01   1.6293E-01   7.7915E+05  0.1630
   1.6293E-01   1.6444E-01   8.2961E+05  0.1518
   1.6444E-01   1.6596E-01   8.4653E+05  0.1608
   1.6596E-01   1.6749E-01   9.9557E+05  0.1455
   1.6749E-01   1.6904E-01   8.2800E+05  0.1548
   1.6904E-01   1.7061E-01   7.7996E+05  0.1569
   1.7061E-01   1.7219E-01   8.6446E+05  0.1525
   1.7219E-01   1.7378E-01   9.9522E+05  0.1491
   1.7378E-01   1.7539E-01   7.8035E+05  0.1542
   1.7539E-01   1.7701E-01   9.0601E+05  0.1491
   1.7701E-01   1.7865E-01   7.0008E+05  0.1519
   1.7865E-01   1.8030E-01   9.1038E+05  0.1534
   1.8030E-01   1.8197E-01   8.3100E+05  0.1560
   1.8197E-01   1.8365E-01   8.2199E+05  0.1558
   1.8365E-01   1.8535E-01   8.2674E+05  0.1481
   1.8535E-01   1.8707E-01   8.1833E+05  0.1561
   1.8707E-01   1.8880E-01   9.8505E+05  0.1481
   1.8880E-01   1.9055E-01   1.0417E+06  0.1322
   1.9055E-01   1.9231E-01   8.7004E+05  0.1484
   1.9231E-01   1.9409E-01   6.8258E+05  0.1548
   1.9409E-01   1.9588E-01   9.1181E+05  0.1524
   1.9588E-01   1.9770E-01   1.3860E+06  0.1244
   1.9770E-01   1.9953E-01   8.4682E+05  0.1521
   1.9953E-01   2.0137E-01   9.4111E+05  0.1474
   2.0137E-01   2.0324E-01   6.3845E+05  0.1648
   2.0324E-01   2.0512E-01   9.3889E+05  0.1435
   2.0512E-01   2.0701E-01   6.9987E+05  0.1677
   2.0701E-01   2.0893E-01   9.9617E+05  0.1392
   2.0893E-01   2.1086E-01   9.7766E+05  0.1449
   2.1086E-01   2.1281E-01   7.6086E+05  0.1579
   2.1281E-01   2.1478E-01   1.0503E+06  0.1359
   2.1478E-01   2.1677E-01   7.3972E+05  0.1635
   2.1677E-01   2.1878E-01   7.5411E+05  0.1661
   2.1878E-01   2.2080E-01   7.8195E+05  0.1609
   2.2080E-01   2.2284E-01   1.0158E+06  0.1425
   2.2284E-01   2.2491E-01   8.7400E+05  0.1396
   2.2491E-01   2.2699E-01   9.4998E+05  0.1464
   2.2699E-01   2.2909E-01   1.0099E+06  0.1416
   2.2909E-01   2.3121E-01   1.2422E+06  0.1284
   2.3121E-01   2.3335E-01   1.8092E+06  0.1033
   2.3335E-01   2.3550E-01   1.6619E+06  0.1066
   2.3550E-01   2.3768E-01   1.1758E+06  0.1247
   2.3768E-01   2.3988E-01   1.7529E+06  0.1116
   2.3988E-01   2.4210E-01   1.3669E+06  0.1165
   2.4210E-01   2.4434E-01   1.3575E+06  0.1170
   2.4434E-01   2.4660E-01   1.3440E+06  0.1228
