[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
   1.4859E-03   1.4997E-03   0.0000E+00  0.0000
   1.4997E-03   1.5136E-03   0.0000E+00  0.0000
   1.5136E-03   1.5276E-03   0.0000E+00  0.0000
   1.5276E-03   1.5417E-03   9.9147E+01  1.0000
   1.5417E-03   1.5560E-03   0.0000E+00  0.0000
   1.5560E-03   1.5704E-03   2.4985E+01  1.0000
   1.5704E-03   1.5849E-03   0.0000E+00  0.0000
   1.5849E-03   1.5996E-03   0.0000E+00  0.0000
   1.5996E-03   1.6144E-03   0.0000E+00  0.0000
   1.6144E-03   1.6293E-03   0.0000E+00  0.0000
   1.6293E-03   1.6444E-03   0.0000E+00  0.0000
   1.6444E-03   1.6596E-03   0.0000E+00  0.0000
   1.6596E-03   1.6749E-03   0.0000E+00  0.0000
   1.6749E-03   1.6904E-03   0.0000E+00  0.0000
   1.6904E-03   1.7061E-03   0.0000E+00  0.0000
   1.7061E-03   1.7219E-03   0.0000E+00  0.0000
   1.7219E-03   1.7378E-03   0.0000E+00  0.0000
   1.7378E-03   1.7539E-03   0.0000E+00  0.0000
   1.7539E-03   1.7701E-03   0.0000E+00  0.0000
   1.7701E-03   1.7865E-03   1.5908E+02  1.0000
   1.7865E-03   1.8030E-03   0.0000E+00  0.0000
   1.8030E-03   1.8197E-03   0.0000E+00  0.0000
   1.8197E-03   1.8365E-03   3.6179E+01  1.0000
   1.8365E-03   1.8535E-03   0.0000E+00  0.0000
   1.8535E-03   1.8707E-03   0.0000E+00  0.0000
   1.8707E-03   1.8880E-03   0.0000E+00  0.0000
   1.8880E-03   1.9055E-03   0.0000E+00  0.0000
   1.9055E-03   1.9231E-03   0.0000E+00  0.0000
   1.9231E-03   1.9409E-03   0.0000E+00  0.0000
   1.9409E-03   1.9588E-03   0.0000E+00  0.0000
   1.9588E-03   1.9770E-03   0.0000E+00  0.0000
   1.9770E-03   1.9953E-03   0.0000E+00  0.0000
   1.9953E-03   2.0137E-03   0.0000E+00  0.0000
   2.0137E-03   2.0324E-03   3.5471E+02  1.0000
   2.0324E-03   2.0512E-03   0.0000E+00  0.0000
   2.0512E-03   2.0701E-03   0.0000E+00  0.0000
   2.0701E-03   2.0893E-03   0.0000E+00  0.0000
   2.0893E-03   2.1086E-03   0.0000E+00  0.0000
   2.1086E-03   2.1281E-03   0.0000E+00  0.0000
   2.1281E-03   2.1478E-03   0.0000E+00  0.0000
   2.1478E-03   2.1677E-03   0.0000E+00  0.0000
   2.1677E-03   2.1878E-03   0.0000E+00  0.0000
   2.1878E-03   2.2080E-03   0.0000E+00  0.0000
   2.2080E-03   2.2284E-03   0.0000E+00  0.0000
   2.2284E-03   2.2491E-03   0.0000E+00  0.0000
   2.2491E-03   2.2699E-03   2.5364E+01  1.0000
   2.2699E-03   2.2909E-03   3.7152E+02  1.0000
   2.2909E-03   2.3121E-03   0.0000E+00  0.0000
   2.3121E-03   2.3335E-03   0.0000E+00  0.0000
   2.3335E-03   2.3550E-03   0.0000E+00  0.0000
   2.3550E-03   2.3768E-03   6.5256E+02  0.9206
   2.3768E-03   2.3988E-03   0.0000E+00  0.0000
   2.3988E-03   2.4210E-03   0.0000E+00  0.0000
   2.4210E-03   2.4434E-03   0.0000E+00  0.0000
   2.4434E-03   2.4660E-03   0.0000E+00  0.0000
   2.4660E-03   2.4889E-03   0.0000E+00  0.0000
   2.4889E-03   2.5119E-03   0.0000E+00  0.0000
   2.5119E-03   2.5351E-03   0.0000E+00  0.0000
   2.5351E-03   2.5586E-03   0.0000E+00  0.0000
   2.5586E-03   2.5823E-03   0.0000E+00  0.0000
   2.5823E-03   2.6062E-03   0.0000E+00  0.0000
   2.6062E-03   2.6303E-03   0.0000E+00  0.0000
   2.6303E-03   2.6546E-03   0.0000E+00  0.0000
   2.6546E-03   2.6792E-03   0.0000E+00  0.0000
   2.6792E-03   2.7040E-03   0.0000E+00  0.0000
   2.7040E-03   2.7290E-03   0.0000E+00  0.0000
   2.7290E-03   2.7542E-03   0.0000E+00  0.0000
   2.7542E-03   2.7797E-03   1.5366E+02  1.0000
   2.7797E-03   2.8054E-03   0.0000E+00  0.0000
   2.8054E-03   2.8314E-03   0.0000E+00  0.0000
   2.8314E-03   2.8576E-03   0.0000E+00  0.0000
   2.8576E-03   2.8840E-03   3.5179E+02  1.0000
   2.8840E-03   2.9107E-03   0.0000E+00  0.0000
   2.9107E-03   2.9376E-03   0.0000E+00  0.0000
   2.9376E-03   2.9648E-03   0.0000E+00  0.0000
   2.9648E-03   2.9923E-03   3.0431E+02  1.0000
   2.9923E-03   3.0200E-03   0.0000E+00  0.0000
   3.0200E-03   3.0479E-03   0.0000E+00  0.0000
   3.0479E-03   3.0761E-03   0.0000E+00  0.0000
   3.0761E-03   3.1046E-03   0.0000E+00  0.0000
   3.1046E-03   3.1333E-03   0.0000E+00  0.0000
   3.1333E-03   3.1623E-03   0.0000E+00  0.0000
   3.1623E-03   3.1915E-03   0.0000E+00  0.0000
   3.1915E-03   3.2211E-03   0.0000E+00  0.0000
   3.2211E-03   3.2509E-03   1.5191E+02  1.0000
   3.2509E-03   3.2810E-03   0.0000E+00  0.0000
   3.2810E-03   3.3113E-03   0.0000E+00  0.0000
   3.3113E-03   3.3420E-03   4.7493E+02  1.0000
   3.3420E-03   3.3729E-03   0.0000E+00  0.0000
   3.3729E-03   3.4041E-03   0.0000E+00  0.0000
   3.4041E-03   3.4356E-03   0.0000E+00  0.0000
   3.4356E-03   3.4674E-03   2.5094E+02  1.0000
   3.4674E-03   3.4995E-03   0.0000E+00  0.0000
   3.4995E-03   3.5318E-03   0.0000E+00  0.0000
   3.5318E-03   3.5645E-03   0.0000E+00  0.0000
   3.5645E-03   3.5975E-03   2.5960E+02  1.0000
   3.5975E-03   3.6308E-03   0.0000E+00  0.0000
   3.6308E-03   3.6644E-03   0.0000E+00  0.0000
   3.6644E-03   3.6983E-03   0.0000E+00  0.0000
   3.6983E-03   3.7325E-03   4.2310E+02  1.0000
   3.7325E-03   3.7670E-03   0.0000E+00  0.0000
   3.7670E-03   3.8019E-03   0.0000E+00  0.0000
   3.8019E-03   3.8371E-03   0.0000E+00  0.0000
   3.8371E-03   3.8726E-03   0.0000E+00  0.0000
   3.8726E-03   3.9084E-03   5.6261E+02  1.0000
   3.9084E-03   3.9446E-03   0.0000E+00  0.0000
   3.9446E-03   3.9811E-03   0.0000E+00  0.0000
   3.9811E-03   4.0179E-03   0.0000E+00  0.0000
   4.0179E-03   4.0551E-03   0.0000E+00  0.0000
   4.0551E-03   4.0926E-03   0.0000E+00  0.0000
   4.0926E-03   4.1305E-03   0.0000E+00  0.0000
   4.1305E-03   4.1687E-03   0.0000E+00  0.0000
   4.1687E-03   4.2073E-03   0.0000E+00  0.0000
   4.2073E-03   4.2462E-03   0.0000E+00  0.0000
   4.2462E-03   4.2855E-03   0.0000E+00  0.0000
   4.2855E-03   4.3251E-03   0.0000E+00  0.0000
   4.3251E-03   4.3652E-03   0.0000E+00  0.0000
   4.3652E-03   4.4055E-03   0.0000E+00  0.0000
   4.4055E-03   4.4463E-03   0.0000E+00  0.0000
   4.4463E-03   4.4875E-03   0.0000E+00  0.0000
   4.4875E-03   4.5290E-03   0.0000E+00  0.0000
   4.5290E-03   4.5709E-03   0.0000E+00  0.0000
   4.5709E-03   4.6132E-03   0.0000E+00  0.0000
   4.6132E-03   4.6559E-03   0.0000E+00  0.0000
   4.6559E-03   4.6989E-03   0.0000E+00  0.0000
   4.6989E-03   4.7424E-03   0.0000E+00  0.0000
   4.7424E-03   4.7863E-03   0.0000E+00  0.0000
   4.7863E-03   4.8306E-03   0.0000E+00  0.0000
   4.8306E-03   4.8753E-03   0.0000E+00  0.0000
   4.8753E-03   4.9204E-03   0.0000E+00  0.0000
   4.9204E-03   4.9659E-03   1.0286E+04  1.0000
   4.9659E-03   5.0119E-03   0.0000E+00  0.0000
   5.0119E-03   5.0582E-03   0.0000E+00  0.0000
   5.0582E-03   5.1050E-03   0.0000E+00  0.0000
   5.1050E-03   5.1523E-03   3.2309E+03  1.0000
   5.1523E-03   5.2000E-03   0.0000E+00  0.0000
   5.2000E-03   5.2481E-03   0.0000E+00  0.0000
   5.2481E-03   5.2966E-03   0.0000E+00  0.0000
   5.2966E-03   5.3456E-03   0.0000E+00  0.0000
   5.3456E-03   5.3951E-03   0.0000E+00  0.0000
   5.3951E-03   5.4450E-03   0.0000E+00  0.0000
   5.4450E-03   5.4954E-03   0.0000E+00  0.0000
   5.4954E-03   5.5463E-03   0.0000E+00  0.0000
   5.5463E-03   5.5976E-03   1.5858E+03  1.0000
   5.5976E-03   5.6494E-03   9.0667E+01  1.0000
   5.6494E-03   5.7016E-03   0.0000E+00  0.0000
   5.7016E-03   5.7544E-03   0.0000E+00  0.0000
   5.7544E-03   5.8076E-03   0.0000E+00  0.0000
   5.8076E-03   5.8614E-03   0.0000E+00  0.0000
   5.8614E-03   5.9156E-03   0.0000E+00  0.0000
   5.9156E-03   5.9704E-03   0.0000E+00  0.0000
   5.9704E-03   6.0256E-03   0.0000E+00  0.0000
   6.0256E-03   6.0814E-03   0.0000E+00  0.0000
   6.0814E-03   6.1376E-03   0.0000E+00  0.0000
   6.1376E-03   6.1944E-03   0.0000E+00  0.0000
   6.1944E-03   6.2517E-03   0.0000E+00  0.0000
   6.2517E-03   6.3096E-03   0.0000E+00  0.0000
   6.3096E-03   6.3680E-03   0.0000E+00  0.0000
   6.3680E-03   6.4269E-03   0.0000E+00  0.0000
   6.4269E-03   6.4863E-03   0.0000E+00  0.0000
   6.4863E-03   6.5464E-03   0.0000E+00  0.0000
   6.5464E-03   6.6069E-03   0.0000E+00  0.0000
   6.6069E-03   6.6681E-03   0.0000E+00  0.0000
   6.6681E-03   6.7298E-03   0.0000E+00  0.0000
   6.7298E-03   6.7920E-03   0.0000E+00  0.0000
   6.7920E-03   6.8549E-03   0.0000E+00  0.0000
   6.8549E-03   6.9183E-03   0.0000E+00  0.0000
   6.9183E-03   6.9823E-03   0.0000E+00  0.0000
   6.9823E-03   7.0469E-03   5.8224E+03  1.0000
   7.0469E-03   7.1121E-03   0.0000E+00  0.0000
   7.1121E-03   7.1779E-03   0.0000E+00  0.0000
   7.1779E-03   7.2444E-03   0.0000E+00  0.0000
   7.2444E-03   7.3114E-03   0.0000E+00  0.0000
   7.3114E-03   7.3790E-03   0.0000E+00  0.0000
   7.3790E-03   7.4473E-03   0.0000E+00  0.0000
   7.4473E-03   7.5162E-03   9.8270E+03  1.0000
   7.5162E-03   7.5858E-03   0.0000E+00  0.0000
   7.5858E-03   7.6560E-03   0.0000E+00  0.0000
   7.6560E-03   7.7268E-03   0.0000E+00  0.0000
   7.7268E-03   7.7983E-03   0.0000E+00  0.0000
   7.7983E-03   7.8705E-03   0.0000E+00  0.0000
   7.8705E-03   7.9433E-03   2.3378E+04  1.0000
   7.9433E-03   8.0168E-03   0.0000E+00  0.0000
   8.0168E-03   8.0910E-03   0.0000E+00  0.0000
   8.0910E-03   8.1658E-03   0.0000E+00  0.0000
   8.1658E-03   8.2414E-03   0.0000E+00  0.0000
   8.2414E-03   8.3176E-03   0.0000E+00  0.0000
   8.3176E-03   8.3946E-03   2.3179E+03  1.0000
   8.3946E-03   8.4723E-03   0.0000E+00  0.0000
   8.4723E-03   8.5507E-03   0.0000E+00  0.0000
   8.5507E-03   8.6298E-03   0.0000E+00  0.0000
   8.6298E-03   8.7096E-03   0.0000E+00  0.0000
   8.7096E-03   8.7902E-03   0.0000E+00  0.0000
   8.7902E-03   8.8716E-03   0.0000E+00  0.0000
   8.8716E-03   8.9536E-03   0.0000E+00  0.0000
   8.9536E-03   9.0365E-03   0.0000E+00  0.0000
   9.0365E-03   9.1201E-03   0.0000E+00  0.0000
   9.1201E-03   9.2045E-03   0.0000E+00  0.0000
   9.2045E-03   9.2897E-03   1.1143E+04  1.0000
   9.2897E-03   9.3756E-03   0.0000E+00  0.0000
   9.3756E-03   9.4624E-03   0.0000E+00  0.0000
   9.4624E-03   9.5499E-03   0.0000E+00  0.0000
   9.5499E-03   9.6383E-03   0.0000E+00  0.0000
   9.6383E-03   9.7275E-03   0.0000E+00  0.0000
   9.7275E-03   9.8175E-03   0.0000E+00  0.0000
   9.8175E-03   9.9083E-03   0.0000E+00  0.0000
   9.9083E-03   1.0000E-02   0.0000E+00  0.0000
   1.0000E-02   1.0093E-02   0.0000E+00  0.0000
   1.0093E-02   1.0186E-02   0.0000E+00  0.0000
   1.0186E-02   1.0280E-02   0.0000E+00  0.0000
   1.0280E-02   1.0375E-02   0.0000E+00  0.0000
   1.0375E-02   1.0471E-02   0.0000E+00  0.0000
   1.0471E-02   1.0568E-02   0.0000E+00  0.0000
   1.0568E-02   1.0666E-02   2.7808E+03  1.0000
   1.0666E-02   1.0765E-02   0.0000E+00  0.0000
   1.0765E-02   1.0864E-02   0.0000E+00  0.0000
   1.0864E-02   1.0965E-02   0.0000E+00  0.0000
   1.0965E-02   1.1066E-02   0.0000E+00  0.0000
   1.1066E-02   1.1169E-02   0.0000E+00  0.0000
   1.1169E-02   1.1272E-02   3.7130E+04  1.0000
   1.1272E-02   1.1376E-02   0.0000E+00  0.0000
   1.1376E-02   1.1482E-02   0.0000E+00  0.0000
   1.1482E-02   1.1588E-02   0.0000E+00  0.0000
   1.1588E-02   1.1695E-02   0.0000E+00  0.0000
   1.1695E-02   1.1803E-02   0.0000E+00  0.0000
   1.1803E-02   1.1912E-02   0.0000E+00  0.0000
   1.1912E-02   1.2023E-02   0.0000E+00  0.0000
   1.2023E-02   1.2134E-02   0.0000E+00  0.0000
   1.2134E-02   1.2246E-02   0.0000E+00  0.0000
   1.2246E-02   1.2359E-02   0.0000E+00  0.0000
   1.2359E-02   1.2474E-02   1.6367E+04  1.0000
   1.2474E-02   1.2589E-02   0.0000E+00  0.0000
   1.2589E-02   1.2706E-02   0.0000E+00  0.0000
   1.2706E-02   1.2823E-02   0.0000E+00  0.0000
   1.2823E-02   1.2942E-02   0.0000E+00  0.0000
   1.2942E-02   1.3062E-02   0.0000E+00  0.0000
   1.3062E-02   1.3183E-02   0.0000E+00  0.0000
   1.3183E-02   1.3305E-02   0.0000E+00  0.0000
   1.3305E-02   1.3428E-02   0.0000E+00  0.0000
   1.3428E-02   1.3552E-02   0.0000E+00  0.0000
   1.3552E-02   1.3677E-02   9.8639E+03  1.0000
   1.3677E-02   1.3804E-02   0.0000E+00  0.0000
   1.3804E-02   1.3932E-02   0.0000E+00  0.0000
   1.3932E-02   1.4060E-02   0.0000E+00  0.0000
   1.4060E-02   1.4191E-02   0.0000E+00  0.0000
   1.4191E-02   1.4322E-02   0.0000E+00  0.0000
   1.4322E-02   1.4454E-02   0.0000E+00  0.0000
   1.4454E-02   1.4588E-02   0.0000E+00  0.0000
   1.4588E-02   1.4723E-02   0.0000E+00  0.0000
   1.4723E-02   1.4859E-02   0.0000E+00  0.0000
   1.4859E-02   1.4997E-02   9.8658E+03  1.0000
   1.4997E-02   1.5136E-02   1.2683E+05  1.0000
   1.5136E-02   1.5276E-02   0.0000E+00  0.0000
   1.5276E-02   1.5417E-02   0.0000E+00  0.0000
   1.5417E-02   1.5560E-02   0.0000E+00  0.0000
   1.5560E-02   1.5704E-02   5.5217E+04  0.7263
   1.5704E-02   1.5849E-02   0.0000E+00  0.0000
   1.5849E-02   1.5996E-02   0.0000E+00  0.0000
   1.5996E-02   1.6144E-02   0.0000E+00  0.0000
   1.6144E-02   1.6293E-02   0.0000E+00  0.0000
   1.6293E-02   1.6444E-02   9.8542E+01  1.0000
   1.6444E-02   1.6596E-02   0.0000E+00  0.0000
   1.6596E-02   1.6749E-02   0.0000E+00  0.0000
   1.6749E-02   1.6904E-02   0.0000E+00  0.0000
   1.6904E-02   1.7061E-02   1.3599E+05  1.0000
   1.7061E-02   1.7219E-02   0.0000E+00  0.0000
   1.7219E-02   1.7378E-02   0.0000E+00  0.0000
   1.7378E-02   1.7539E-02   1.1688E+04  1.0000
   1.7539E-02   1.7701E-02   0.0000E+00  0.0000
   1.7701E-02   1.7865E-02   1.1855E+04  1.0000
   1.7865E-02   1.8030E-02   0.0000E+00  0.0000
   1.8030E-02   1.8197E-02   0.0000E+00  0.0000
   1.8197E-02   1.8365E-02   0.0000E+00  0.0000
   1.8365E-02   1.8535E-02   0.0000E+00  0.0000
   1.8535E-02   1.8707E-02   0.0000E+00  0.0000
   1.8707E-02   1.8880E-02   0.0000E+00  0.0000
   1.8880E-02   1.9055E-02   0.0000E+00  0.0000
   1.9055E-02   1.9231E-02   0.0000E+00  0.0000
   1.9231E-02   1.9409E-02   0.0000E+00  0.0000
   1.9409E-02   1.9588E-02   0.0000E+00  0.0000
   1.9588E-02   1.9770E-02   0.0000E+00  0.0000
   1.9770E-02   1.9953E-02   0.0000E+00  0.0000
   1.9953E-02   2.0137E-02   0.0000E+00  0.0000
   2.0137E-02   2.0324E-02   3.6455E+04  1.0000
   2.0324E-02   2.0512E-02   1.3554E+05  1.0000
   2.0512E-02   2.0701E-02   0.0000E+00  0.0000
   2.0701E-02   2.0893E-02   0.0000E+00  0.0000
   2.0893E-02   2.1086E-02   0.0000E+00  0.0000
   2.1086E-02   2.1281E-02   0.0000E+00  0.0000
   2.1281E-02   2.1478E-02   0.0000E+00  0.0000
   2.1478E-02   2.1677E-02   3.4640E+04  0.9620
   2.1677E-02   2.1878E-02   0.0000E+00  0.0000
   2.1878E-02   2.2080E-02   0.0000E+00  0.0000
   2.2080E-02   2.2284E-02   0.0000E+00  0.0000
   2.2284E-02   2.2491E-02   0.0000E+00  0.0000
   2.2491E-02   2.2699E-02   1.3032E+05  1.0000
   2.2699E-02   2.2909E-02   5.2603E+03  1.0000
   2.2909E-02   2.3121E-02   9.5346E+04  1.0000
   2.3121E-02   2.3335E-02   0.0000E+00  0.0000
   2.3335E-02   2.3550E-02   0.0000E+00  0.0000
   2.3550E-02   2.3768E-02   0.0000E+00  0.0000
   2.3768E-02   2.3988E-02   0.0000E+00  0.0000
   2.3988E-02   2.4210E-02   1.4392E+04  1.0000
   2.4210E-02   2.4434E-02   0.0000E+00  0.0000
   2.4434E-02   2.4660E-02   9.8975E+04  1.0000
   2.4660E-02   2.4889E-02   0.0000E+00  0.0000
   2.4889E-02   2.5119E-02   0.0000E+00  0.0000
   2.5119E-02   2.5351E-02   3.2824E+05  0.7535
   2.5351E-02   2.5586E-02   0.0000E+00  0.0000
   2.5586E-02   2.5823E-02   0.0000E+00  0.0000
   2.5823E-02   2.6062E-02   0.0000E+00  0.0000
   2.6062E-02   2.6303E-02   1.5457E+04  0.7805
   2.6303E-02   2.6546E-02   0.0000E+00  0.0000
   2.6546E-02   2.6792E-02   0.0000E+00  0.0000
   2.6792E-02   2.7040E-02   0.0000E+00  0.0000
   2.7040E-02   2.7290E-02   1.2536E+04  1.0000
   2.7290E-02   2.7542E-02   3.1606E+05  0.7072
   2.7542E-02   2.7797E-02   9.5111E+04  1.0000
   2.7797E-02   2.8054E-02   0.0000E+00  0.0000
   2.8054E-02   2.8314E-02   0.0000E+00  0.0000
   2.8314E-02   2.8576E-02   2.8031E+04  1.0000
   2.8576E-02   2.8840E-02   1.0222E+05  0.8051
   2.8840E-02   2.9107E-02   9.0091E+03  1.0000
   2.9107E-02   2.9376E-02   4.3699E+04  0.7697
   2.9376E-02   2.9648E-02   2.0694E+05  1.0000
   2.9648E-02   2.9923E-02   3.0867E+05  1.0000
   2.9923E-02   3.0200E-02   1.3219E+04  1.0000
   3.0200E-02   3.0479E-02   3.2604E+05  0.6638
   3.0479E-02   3.0761E-02   7.8811E+03  0.7124
   3.0761E-02   3.1046E-02   1.6660E+04  1.0000
   3.1046E-02   3.1333E-02   1.6642E+03  1.0000
   3.1333E-02   3.1623E-02   3.7239E+05  0.8737
   3.1623E-02   3.1915E-02   0.0000E+00  0.0000
   3.1915E-02   3.2211E-02   6.5485E+04  0.7444
   3.2211E-02   3.2509E-02   5.2962E+04  1.0000
   3.2509E-02   3.2810E-02   2.7785E+05  0.6816
   3.2810E-02   3.3113E-02   1.3447E+05  1.0000
   3.3113E-02   3.3420E-02   5.4040E+04  1.0000
   3.3420E-02   3.3729E-02   8.5544E+04  1.0000
   3.3729E-02   3.4041E-02   1.8041E+05  0.8794
   3.4041E-02   3.4356E-02   5.9790E+04  0.6924
   3.4356E-02   3.4674E-02   2.6182E+05  0.7953
   3.4674E-02   3.4995E-02   1.7496E+05  0.7271
   3.4995E-02   3.5318E-02   2.0914E+05  0.5995
   3.5318E-02   3.5645E-02   1.5944E+05  0.6124
   3.5645E-02   3.5975E-02   4.8508E+05  0.5702
   3.5975E-02   3.6308E-02   3.6834E+05  0.9498
   3.6308E-02   3.6644E-02   1.6819E+05  0.5788
   3.6644E-02   3.6983E-02   1.6108E+05  1.0000
   3.6983E-02   3.7325E-02   6.3786E+05  0.5839
   3.7325E-02   3.7670E-02   5.3363E+05  0.7661
   3.7670E-02   3.8019E-02   1.7442E+05  0.7387
   3.8019E-02   3.8371E-02   3.4359E+04  1.0000
   3.8371E-02   3.8726E-02   6.5683E+05  0.5210
   3.8726E-02   3.9084E-02   3.4935E+04  1.0000
   3.9084E-02   3.9446E-02   1.0726E+06  0.5364
   3.9446E-02   3.9811E-02   1.3830E+05  0.8512
   3.9811E-02   4.0179E-02   5.7002E+05  0.5113
   4.0179E-02   4.0551E-02   7.6190E+05  0.5224
   4.0551E-02   4.0926E-02   9.7408E+04  0.6403
   4.0926E-02   4.1305E-02   5.4681E+04  0.9191
   4.1305E-02   4.1687E-02   1.6851E+05  0.8834
   4.1687E-02   4.2073E-02   1.2317E+06  0.4210
   4.2073E-02   4.2462E-02   5.5853E+05  0.5169
   4.2462E-02   4.2855E-02   9.7664E+05  0.4905
   4.2855E-02   4.3251E-02   5.0579E+05  0.5385
   4.3251E-02   4.3652E-02   8.6120E+05  0.4855
   4.3652E-02   4.4055E-02   2.4614E+05  0.5638
   4.4055E-02   4.4463E-02   1.9309E+05  0.6434
   4.4463E-02   4.4875E-02   6.5909E+05  0.5939
   4.4875E-02   4.5290E-02   3.8758E+05  0.5974
   4.5290E-02   4.5709E-02   3.9311E+05  0.6003
   4.5709E-02   4.6132E-02   1.0141E+06  0.4483
   4.6132E-02   4.6559E-02   1.9609E+05  0.6591
   4.6559E-02   4.6989E-02   4.7393E+05  0.5080
   4.6989E-02   4.7424E-02   2.6361E+05  0.8492
   4.7424E-02   4.7863E-02   4.4911E+04  0.6103
   4.7863E-02   4.8306E-02   9.0368E+05  0.4155
   4.8306E-02   4.8753E-02   5.6069E+05  0.4869
   4.8753E-02   4.9204E-02   1.2055E+06  0.4159
   4.9204E-02   4.9659E-02   3.3348E+05  0.6703
   4.9659E-02   5.0119E-02   2.0697E+05  0.9145
   5.0119E-02   5.0582E-02   4.1924E+05  0.8642
   5.0582E-02   5.1050E-02   1.4071E+06  0.3273
   5.1050E-02   5.1523E-02   3.8542E+05  0.5086
   5.1523E-02   5.2000E-02   4.3400E+05  0.6060
   5.2000E-02   5.2481E-02   7.1903E+05  0.4604
   5.2481E-02   5.2966E-02   1.3003E+06  0.3417
   5.2966E-02   5.3456E-02   1.1416E+06  0.4068
   5.3456E-02   5.3951E-02   4.5248E+05  0.5627
   5.3951E-02   5.4450E-02   9.7541E+05  0.5118
   5.4450E-02   5.4954E-02   1.0562E+05  0.6346
   5.4954E-02   5.5463E-02   3.1032E+05  0.7614
   5.5463E-02   5.5976E-02   7.8912E+05  0.5066
   5.5976E-02   5.6494E-02   1.7238E+05  0.6124
   5.6494E-02   5.7016E-02   5.1873E+05  0.5357
   5.7016E-02   5.7544E-02   7.8379E+05  0.4546
   5.7544E-02   5.8076E-02   7.6887E+05  0.5688
   5.8076E-02   5.8614E-02   2.8744E+05  0.5100
   5.8614E-02   5.9156E-02   8.8114E+05  0.4405
   5.9156E-02   5.9704E-02   1.0048E+06  0.3570
   5.9704E-02   6.0256E-02   4.6410E+05  0.4877
   6.0256E-02   6.0814E-02   9.8602E+05  0.4492
   6.0814E-02   6.1376E-02   6.2070E+05  0.4355
   6.1376E-02   6.1944E-02   2.5302E+05  0.6962
   6.1944E-02   6.2517E-02   1.0542E+06  0.4231
   6.2517E-02   6.3096E-02   6.9679E+05  0.3981
   6.3096E-02   6.3680E-02   1.1110E+05  0.8070
   6.3680E-02   6.4269E-02   1.4998E+06  0.3771
   6.4269E-02   6.4863E-02   6.4805E+05  0.5573
   6.4863E-02   6.5464E-02   9.2772E+05  0.4992
   6.5464E-02   6.6069E-02   1.1760E+06  0.4678
   6.6069E-02   6.6681E-02   5.2245E+05  0.6040
   6.6681E-02   6.7298E-02   5.1548E+05  0.6797
   6.7298E-02   6.7920E-02   8.9356E+05  0.4877
   6.7920E-02   6.8549E-02   1.0590E+06  0.4396
   6.8549E-02   6.9183E-02   7.7078E+05  0.4137
   6.9183E-02   6.9823E-02   8.5627E+05  0.5177
   6.9823E-02   7.0469E-02   1.5193E+06  0.3683
   7.0469E-02   7.1121E-02   9.3125E+05  0.4078
   7.1121E-02   7.1779E-02   9.0931E+05  0.4550
   7.1779E-02   7.2444E-02   9.9851E+05  0.4568
   7.2444E-02   7.3114E-02   9.4000E+05  0.4190
   7.3114E-02   7.3790E-02   3.4270E+05  0.4538
   7.3790E-02   7.4473E-02   1.3930E+06  0.3699
   7.4473E-02   7.5162E-02   3.8652E+05  0.6327
   7.5162E-02   7.5858E-02   1.4408E+06  0.3288
   7.5858E-02   7.6560E-02   1.1078E+06  0.4309
   7.6560E-02   7.7268E-02   3.9134E+05  0.4222
   7.7268E-02   7.7983E-02   3.7578E+05  0.6779
   7.7983E-02   7.8705E-02   8.8725E+05  0.3544
   7.8705E-02   7.9433E-02   5.5768E+05  0.5298
   7.9433E-02   8.0168E-02   1.4102E+06  0.3559
   8.0168E-02   8.0910E-02   1.4148E+06  0.3593
   8.0910E-02   8.1658E-02   9.4671E+05  0.3333
   8.1658E-02   8.2414E-02   6.5275E+05  0.4111
   8.2414E-02   8.3176E-02   4.2404E+05  0.5349
   8.3176E-02   8.3946E-02   7.1883E+05  0.4716
   8.3946E-02   8.4723E-02   5.0060E+05  0.5441
   8.4723E-02   8.5507E-02   4.0771E+05  0.4819
   8.5507E-02   8.6298E-02   7.9016E+05  0.5199
   8.6298E-02   8.7096E-02   4.8307E+05  0.6551
   8.7096E-02   8.7902E-02   8.7416E+05  0.5017
   8.7902E-02   8.8716E-02   4.7690E+05  0.5403
   8.8716E-02   8.9536E-02   9.7154E+05  0.4759
   8.9536E-02   9.0365E-02   4.2320E+05  0.5497
   9.0365E-02   9.1201E-02   7.1020E+05  0.4893
   9.1201E-02   9.2045E-02   3.8863E+05  0.4629
   9.2045E-02   9.2897E-02   1.2245E+06  0.3954
   9.2897E-02   9.3756E-02   6.2551E+05  0.6375
   9.3756E-02   9.4624E-02   1.5239E+06  0.3275
   9.4624E-02   9.5499E-02   5.3375E+05  0.3937
   9.5499E-02   9.6383E-02   1.1627E+06  0.3923
   9.6383E-02   9.7275E-02   9.9588E+05  0.4428
   9.7275E-02   9.8175E-02   3.1028E+05  0.4352
   9.8175E-02   9.9083E-02   1.0701E+06  0.4034
   9.9083E-02   1.0000E-01   1.1008E+06  0.4119
   1.0000E-01   1.0093E-01   7.3848E+05  0.5061
   1.0093E-01   1.0186E-01   1.1716E+06  0.3855
   1.0186E-01   1.0280E-01   9.2008E+05  0.4425
   1.0280E-01   1.0375E-01   3.8473E+05  0.4031
   1.0375E-01   1.0471E-01   1.2042E+06  0.3553
   1.0471E-01   1.0568E-01   1.1324E+06  0.3535
   1.0568E-01   1.0666E-01   3.0449E+05  0.5968
