[ T-Track ]
    title = [t-track] in xyz mesh
     mesh =  xyz            # mesh type is xyz scoring mesh
   2.6062E+00   2.6303E+00   0.0000E+00  0.0000
   2.6303E+00   2.6546E+00   0.0000E+00  0.0000
   2.6546E+00   2.6792E+00   0.0000E+00  0.0000
   2.6792E+00   2.7040E+00   0.0000E+00  0.0000
   2.7040E+00   2.7290E+00   0.0000E+00  0.0000
   2.7290E+00   2.7542E+00   0.0000E+00  0.0000
   2.7542E+00   2.7797E+00   0.0000E+00  0.0000
   2.7797E+00   2.8054E+00   0.0000E+00  0.0000
   2.8054E+00   2.8314E+00   0.0000E+00  0.0000
   2.8314E+00   2.8576E+00   0.0000E+00  0.0000
   2.8576E+00   2.8840E+00   0.0000E+00  0.0000
   2.8840E+00   2.9107E+00   0.0000E+00  0.0000
   2.9107E+00   2.9376E+00   0.0000E+00  0.0000
   2.9376E+00   2.9648E+00   0.0000E+00  0.0000
   2.9648E+00   2.9923E+00   0.0000E+00  0.0000
   2.9923E+00   3.0200E+00   0.0000E+00  0.0000
   3.0200E+00   3.0479E+00   0.0000E+00  0.0000
   3.0479E+00   3.0761E+00   0.0000E+00  0.0000
   3.0761E+00   3.1046E+00   0.0000E+00  0.0000
   3.1046E+00   3.1333E+00   0.0000E+00  0.0000
   3.1333E+00   3.1623E+00   0.0000E+00  0.0000
   3.1623E+00   3.1915E+00   0.0000E+00  0.0000
   3.1915E+00   3.2211E+00   0.0000E+00  0.0000
   3.2211E+00   3.2509E+00   0.0000E+00  0.0000
   3.2509E+00   3.2810E+00   0.0000E+00  0.0000
   3.2810E+00   3.3113E+00   0.0000E+00  0.0000
   3.3113E+00   3.3420E+00   0.0000E+00  0.0000
   3.3420E+00   3.3729E+00   0.0000E+00  0.0000
   3.3729E+00   3.4041E+00   0.0000E+00  0.0000
   3.4041E+00   3.4356E+00   0.0000E+00  0.0000
   3.4356E+00   3.4674E+00   0.0000E+00  0.0000
   3.4674E+00   3.4995E+00   0.0000E+00  0.0000
   3.4995E+00   3.5318E+00   0.0000E+00  0.0000
   3.5318E+00   3.5645E+00   0.0000E+00  0.0000
   3.5645E+00   3.5975E+00   0.0000E+00  0.0000
   3.5975E+00   3.6308E+00   0.0000E+00  0.0000
   3.6308E+00   3.6644E+00   0.0000E+00  0.0000
   3.6644E+00   3.6983E+00   0.0000E+00  0.0000
   3.6983E+00   3.7325E+00   0.0000E+00  0.0000
   3.7325E+00   3.7670E+00   0.0000E+00  0.0000
   3.7670E+00   3.8019E+00   0.0000E+00  0.0000
   3.8019E+00   3.8371E+00   0.0000E+00  0.0000
   3.8371E+00   3.8726E+00   0.0000E+00  0.0000
   3.8726E+00   3.9084E+00   0.0000E+00  0.0000
   3.9084E+00   3.9446E+00   0.0000E+00  0.0000
   3.9446E+00   3.9811E+00   0.0000E+00  0.0000
   3.9811E+00   4.0179E+00   0.0000E+00  0.0000
   4.0179E+00   4.0551E+00   1.2088E+06  1.0000
   4.0551E+00   4.0926E+00   0.0000E+00  0.0000
   4.0926E+00   4.1305E+00   0.0000E+00  0.0000
   4.1305E+00   4.1687E+00   0.0000E+00  0.0000
   4.1687E+00   4.2073E+00   0.0000E+00  0.0000
   4.2073E+00   4.2462E+00   0.0000E+00  0.0000
   4.2462E+00   4.2855E+00   0.0000E+00  0.0000
   4.2855E+00   4.3251E+00   0.0000E+00  0.0000
   4.3251E+00   4.3652E+00   0.0000E+00  0.0000
   4.3652E+00   4.4055E+00   0.0000E+00  0.0000
   4.4055E+00   4.4463E+00   0.0000E+00  0.0000
   4.4463E+00   4.4875E+00   0.0000E+00  0.0000
   4.4875E+00   4.5290E+00   0.0000E+00  0.0000
   4.5290E+00   4.5709E+00   0.0000E+00  0.0000
   4.5709E+00   4.6132E+00   0.0000E+00  0.0000
   4.6132E+00   4.6559E+00   0.0000E+00  0.0000
   4.6559E+00   4.6989E+00   0.0000E+00  0.0000
   4.6989E+00   4.7424E+00   0.0000E+00  0.0000
   4.7424E+00   4.7863E+00   0.0000E+00  0.0000
   4.7863E+00   4.8306E+00   0.0000E+00  0.0000
   4.8306E+00   4.8753E+00   0.0000E+00  0.0000
   4.8753E+00   4.9204E+00   0.0000E+00  0.0000
   4.9204E+00   4.9659E+00   0.0000E+00  0.0000
   4.9659E+00   5.0119E+00   0.0000E+00  0.0000
   5.0119E+00   5.0582E+00   0.0000E+00  0.0000
   5.0582E+00   5.1050E+00   0.0000E+00  0.0000
   5.1050E+00   5.1523E+00   0.0000E+00  0.0000
   5.1523E+00   5.2000E+00   0.0000E+00  0.0000
   5.2000E+00   5.2481E+00   0.0000E+00  0.0000
   5.2481E+00   5.2966E+00   0.0000E+00  0.0000
   5.2966E+00   5.3456E+00   0.0000E+00  0.0000
   5.3456E+00   5.3951E+00   0.0000E+00  0.0000
   5.3951E+00   5.4450E+00   0.0000E+00  0.0000
   5.4450E+00   5.4954E+00   0.0000E+00  0.0000
   5.4954E+00   5.5463E+00   0.0000E+00  0.0000
   5.5463E+00   5.5976E+00   1.8053E+06  1.0000
   5.5976E+00   5.6494E+00   5.9885E+05  1.0000
   5.6494E+00   5.7016E+00   0.0000E+00  0.0000
   5.7016E+00   5.7544E+00   0.0000E+00  0.0000
   5.7544E+00   5.8076E+00   0.0000E+00  0.0000
   5.8076E+00   5.8614E+00   0.0000E+00  0.0000
   5.8614E+00   5.9156E+00   0.0000E+00  0.0000
   5.9156E+00   5.9704E+00   0.0000E+00  0.0000
   5.9704E+00   6.0256E+00   0.0000E+00  0.0000
   6.0256E+00   6.0814E+00   0.0000E+00  0.0000
   6.0814E+00   6.1376E+00   0.0000E+00  0.0000
   6.1376E+00   6.1944E+00   0.0000E+00  0.0000
   6.1944E+00   6.2517E+00   0.0000E+00  0.0000
   6.2517E+00   6.3096E+00   0.0000E+00  0.0000
   6.3096E+00   6.3680E+00   0.0000E+00  0.0000
   6.3680E+00   6.4269E+00   0.0000E+00  0.0000
   6.4269E+00   6.4863E+00   0.0000E+00  0.0000
   6.4863E+00   6.5464E+00   0.0000E+00  0.0000
   6.5464E+00   6.6069E+00   0.0000E+00  0.0000
   6.6069E+00   6.6681E+00   0.0000E+00  0.0000
   6.6681E+00   6.7298E+00   0.0000E+00  0.0000
   6.7298E+00   6.7920E+00   0.0000E+00  0.0000
   6.7920E+00   6.8549E+00   0.0000E+00  0.0000
   6.8549E+00   6.9183E+00   0.0000E+00  0.0000
   6.9183E+00   6.9823E+00   0.0000E+00  0.0000
   6.9823E+00   7.0469E+00   0.0000E+00  0.0000
   7.0469E+00   7.1121E+00   0.0000E+00  0.0000
   7.1121E+00   7.1779E+00   0.0000E+00  0.0000
   7.1779E+00   7.2444E+00   0.0000E+00  0.0000
   7.2444E+00   7.3114E+00   0.0000E+00  0.0000
   7.3114E+00   7.3790E+00   0.0000E+00  0.0000
   7.3790E+00   7.4473E+00   0.0000E+00  0.0000
   7.4473E+00   7.5162E+00   0.0000E+00  0.0000
   7.5162E+00   7.5858E+00   0.0000E+00  0.0000
   7.5858E+00   7.6560E+00   0.0000E+00  0.0000
   7.6560E+00   7.7268E+00   0.0000E+00  0.0000
   7.7268E+00   7.7983E+00   0.0000E+00  0.0000
   7.7983E+00   7.8705E+00   0.0000E+00  0.0000
   7.8705E+00   7.9433E+00   0.0000E+00  0.0000
   7.9433E+00   8.0168E+00   0.0000E+00  0.0000
   8.0168E+00   8.0910E+00   0.0000E+00  0.0000
   8.0910E+00   8.1658E+00   0.0000E+00  0.0000
   8.1658E+00   8.2414E+00   0.0000E+00  0.0000
   8.2414E+00   8.3176E+00   0.0000E+00  0.0000
   8.3176E+00   8.3946E+00   0.0000E+00  0.0000
   8.3946E+00   8.4723E+00   0.0000E+00  0.0000
   8.4723E+00   8.5507E+00   0.0000E+00  0.0000
   8.5507E+00   8.6298E+00   0.0000E+00  0.0000
   8.6298E+00   8.7096E+00   0.0000E+00  0.0000
   8.7096E+00   8.7902E+00   0.0000E+00  0.0000
   8.7902E+00   8.8716E+00   0.0000E+00  0.0000
   8.8716E+00   8.9536E+00   0.0000E+00  0.0000
   8.9536E+00   9.0365E+00   0.0000E+00  0.0000
   9.0365E+00   9.1201E+00   0.0000E+00  0.0000
   9.1201E+00   9.2045E+00   0.0000E+00  0.0000
   9.2045E+00   9.2897E+00   0.0000E+00  0.0000
   9.2897E+00   9.3756E+00   0.0000E+00  0.0000
   9.3756E+00   9.4624E+00   0.0000E+00  0.0000
   9.4624E+00   9.5499E+00   0.0000E+00  0.0000
   9.5499E+00   9.6383E+00   0.0000E+00  0.0000
   9.6383E+00   9.7275E+00   0.0000E+00  0.0000
   9.7275E+00   9.8175E+00   0.0000E+00  0.0000
   9.8175E+00   9.9083E+00   0.0000E+00  0.0000
   9.9083E+00   1.0000E+01   0.0000E+00  0.0000

#   sum over                 1.4763E+09

'no. =  4, (ix,iy,iz) = (  1,  1,  4)'
msuc: {\huge [t-track] in xyz mesh}
msdr: {\it plotted by \ANGEL \version}
msdl: {\it calculated by \PHITS  3.24}
wt: s(0.7)
\vspace{-3}
   vol  &=&   7.0000E+00 [cm^3]
  xmin  &=&  -1.0000E+00 [cm]
  xmax  &=&   1.0000E+00 [cm]
  ymin  &=&  -1.0000E+00 [cm]
  ymax  &=&   1.0000E+00 [cm]
  zmin  &=&   2.2500E+00 [cm]
  zmax  &=&   4.0000E+00 [cm]
e:

#------------------------------------------------------------------------------
 newpage:
#   no. =  5   ix  =  1   iy  =  1   iz  =  5
#   x = (  -1.0000E+00  -   1.0000E+00  )
#   y = (  -1.0000E+00  -   1.0000E+00  )
#   z = (   4.0000E+00  -   5.7500E+00  )

x: Energy [MeV]
y: Flux [1/cm^2/source]              
p: xlog ylog afac(0.8) form(0.9)
h: n            x            y(photon  ),hh0l   n 
#  e-lower      e-upper      photon      r.err 
   1.0000E-03   1.0093E-03   0.0000E+00  0.0000
   1.0093E-03   1.0186E-03   0.0000E+00  0.0000
   1.0186E-03   1.0280E-03   0.0000E+00  0.0000
   1.0280E-03   1.0375E-03   0.0000E+00  0.0000
   1.0375E-03   1.0471E-03   0.0000E+00  0.0000
   1.0471E-03   1.0568E-03   0.0000E+00  0.0000
   1.0568E-03   1.0666E-03   0.0000E+00  0.0000
   1.0666E-03   1.0765E-03   0.0000E+00  0.0000
   1.0765E-03   1.0864E-03   0.0000E+00  0.0000
   1.0864E-03   1.0965E-03   0.0000E+00  0.0000
   1.0965E-03   1.1066E-03   0.0000E+00  0.0000
   1.1066E-03   1.1169E-03   0.0000E+00  0.0000
   1.1169E-03   1.1272E-03   0.0000E+00  0.0000
   1.1272E-03   1.1376E-03   2.5217E+01  1.0000
   1.1376E-03   1.1482E-03   0.0000E+00  0.0000
   1.1482E-03   1.1588E-03   0.0000E+00  0.0000
   1.1588E-03   1.1695E-03   0.0000E+00  0.0000
   1.1695E-03   1.1803E-03   0.0000E+00  0.0000
   1.1803E-03   1.1912E-03   0.0000E+00  0.0000
   1.1912E-03   1.2023E-03   0.0000E+00  0.0000
   1.2023E-03   1.2134E-03   0.0000E+00  0.0000
   1.2134E-03   1.2246E-03   0.0000E+00  0.0000
   1.2246E-03   1.2359E-03   0.0000E+00  0.0000
   1.2359E-03   1.2474E-03   0.0000E+00  0.0000
   1.2474E-03   1.2589E-03   0.0000E+00  0.0000
   1.2589E-03   1.2706E-03   0.0000E+00  0.0000
   1.2706E-03   1.2823E-03   0.0000E+00  0.0000
   1.2823E-03   1.2942E-03   0.0000E+00  0.0000
   1.2942E-03   1.3062E-03   0.0000E+00  0.0000
   1.3062E-03   1.3183E-03   0.0000E+00  0.0000
   1.3183E-03   1.3305E-03   0.0000E+00  0.0000
   1.3305E-03   1.3428E-03   2.8198E+02  1.0000
   1.3428E-03   1.3552E-03   0.0000E+00  0.0000
   1.3552E-03   1.3677E-03   0.0000E+00  0.0000
   1.3677E-03   1.3804E-03   0.0000E+00  0.0000
   1.3804E-03   1.3932E-03   0.0000E+00  0.0000
   1.3932E-03   1.4060E-03   0.0000E+00  0.0000
   1.4060E-03   1.4191E-03   0.0000E+00  0.0000
   1.4191E-03   1.4322E-03   0.0000E+00  0.0000
   1.4322E-03   1.4454E-03   0.0000E+00  0.0000
   1.4454E-03   1.4588E-03   0.0000E+00  0.0000
   1.4588E-03   1.4723E-03   0.0000E+00  0.0000
   1.4723E-03   1.4859E-03   0.0000E+00  0.0000
   1.4859E-03   1.4997E-03   0.0000E+00  0.0000
   1.4997E-03   1.5136E-03   0.0000E+00  0.0000
   1.5136E-03   1.5276E-03   1.4042E+01  1.0000
   1.5276E-03   1.5417E-03   0.0000E+00  0.0000
   1.5417E-03   1.5560E-03   0.0000E+00  0.0000
   1.5560E-03   1.5704E-03   0.0000E+00  0.0000
   1.5704E-03   1.5849E-03   0.0000E+00  0.0000
   1.5849E-03   1.5996E-03   0.0000E+00  0.0000
   1.5996E-03   1.6144E-03   0.0000E+00  0.0000
   1.6144E-03   1.6293E-03   0.0000E+00  0.0000
   1.6293E-03   1.6444E-03   0.0000E+00  0.0000
   1.6444E-03   1.6596E-03   0.0000E+00  0.0000
   1.6596E-03   1.6749E-03   1.4010E+03  1.0000
   1.6749E-03   1.6904E-03   0.0000E+00  0.0000
   1.6904E-03   1.7061E-03   0.0000E+00  0.0000
   1.7061E-03   1.7219E-03   0.0000E+00  0.0000
   1.7219E-03   1.7378E-03   0.0000E+00  0.0000
   1.7378E-03   1.7539E-03   0.0000E+00  0.0000
   1.7539E-03   1.7701E-03   0.0000E+00  0.0000
   1.7701E-03   1.7865E-03   0.0000E+00  0.0000
   1.7865E-03   1.8030E-03   0.0000E+00  0.0000
   1.8030E-03   1.8197E-03   0.0000E+00  0.0000
   1.8197E-03   1.8365E-03   0.0000E+00  0.0000
   1.8365E-03   1.8535E-03   0.0000E+00  0.0000
   1.8535E-03   1.8707E-03   0.0000E+00  0.0000
   1.8707E-03   1.8880E-03   0.0000E+00  0.0000
   1.8880E-03   1.9055E-03   0.0000E+00  0.0000
   1.9055E-03   1.9231E-03   0.0000E+00  0.0000
   1.9231E-03   1.9409E-03   0.0000E+00  0.0000
   1.9409E-03   1.9588E-03   0.0000E+00  0.0000
   1.9588E-03   1.9770E-03   0.0000E+00  0.0000
   1.9770E-03   1.9953E-03   0.0000E+00  0.0000
   1.9953E-03   2.0137E-03   1.1620E+03  1.0000
   2.0137E-03   2.0324E-03   0.0000E+00  0.0000
   2.0324E-03   2.0512E-03   0.0000E+00  0.0000
   2.0512E-03   2.0701E-03   0.0000E+00  0.0000
   2.0701E-03   2.0893E-03   0.0000E+00  0.0000
   2.0893E-03   2.1086E-03   0.0000E+00  0.0000
   2.1086E-03   2.1281E-03   0.0000E+00  0.0000
   2.1281E-03   2.1478E-03   0.0000E+00  0.0000
   2.1478E-03   2.1677E-03   0.0000E+00  0.0000
   2.1677E-03   2.1878E-03   0.0000E+00  0.0000
   2.1878E-03   2.2080E-03   0.0000E+00  0.0000
   2.2080E-03   2.2284E-03   0.0000E+00  0.0000
   2.2284E-03   2.2491E-03   0.0000E+00  0.0000
   2.2491E-03   2.2699E-03   0.0000E+00  0.0000
   2.2699E-03   2.2909E-03   0.0000E+00  0.0000
   2.2909E-03   2.3121E-03   0.0000E+00  0.0000
   2.3121E-03   2.3335E-03   0.0000E+00  0.0000
   2.3335E-03   2.3550E-03   0.0000E+00  0.0000
   2.3550E-03   2.3768E-03   0.0000E+00  0.0000
   2.3768E-03   2.3988E-03   0.0000E+00  0.0000
   2.3988E-03   2.4210E-03   0.0000E+00  0.0000
   2.4210E-03   2.4434E-03   0.0000E+00  0.0000
   2.4434E-03   2.4660E-03   0.0000E+00  0.0000
   2.4660E-03   2.4889E-03   0.0000E+00  0.0000
   2.4889E-03   2.5119E-03   0.0000E+00  0.0000
   2.5119E-03   2.5351E-03   0.0000E+00  0.0000
   2.5351E-03   2.5586E-03   0.0000E+00  0.0000
   2.5586E-03   2.5823E-03   0.0000E+00  0.0000
   2.5823E-03   2.6062E-03   0.0000E+00  0.0000
   2.6062E-03   2.6303E-03   0.0000E+00  0.0000
   2.6303E-03   2.6546E-03   0.0000E+00  0.0000
   2.6546E-03   2.6792E-03   0.0000E+00  0.0000
   2.6792E-03   2.7040E-03   0.0000E+00  0.0000
   2.7040E-03   2.7290E-03   0.0000E+00  0.0000
   2.7290E-03   2.7542E-03   0.0000E+00  0.0000
   2.7542E-03   2.7797E-03   0.0000E+00  0.0000
   2.7797E-03   2.8054E-03   2.7376E+03  1.0000
   2.8054E-03   2.8314E-03   0.0000E+00  0.0000
   2.8314E-03   2.8576E-03   0.0000E+00  0.0000
   2.8576E-03   2.8840E-03   0.0000E+00  0.0000
   2.8840E-03   2.9107E-03   0.0000E+00  0.0000
   2.9107E-03   2.9376E-03   0.0000E+00  0.0000
   2.9376E-03   2.9648E-03   0.0000E+00  0.0000
   2.9648E-03   2.9923E-03   0.0000E+00  0.0000
   2.9923E-03   3.0200E-03   0.0000E+00  0.0000
   3.0200E-03   3.0479E-03   0.0000E+00  0.0000
   3.0479E-03   3.0761E-03   0.0000E+00  0.0000
   3.0761E-03   3.1046E-03   0.0000E+00  0.0000
   3.1046E-03   3.1333E-03   0.0000E+00  0.0000
   3.1333E-03   3.1623E-03   0.0000E+00  0.0000
   3.1623E-03   3.1915E-03   0.0000E+00  0.0000
   3.1915E-03   3.2211E-03   0.0000E+00  0.0000
   3.2211E-03   3.2509E-03   0.0000E+00  0.0000
   3.2509E-03   3.2810E-03   0.0000E+00  0.0000
   3.2810E-03   3.3113E-03   0.0000E+00  0.0000
   3.3113E-03   3.3420E-03   0.0000E+00  0.0000
   3.3420E-03   3.3729E-03   0.0000E+00  0.0000
   3.3729E-03   3.4041E-03   0.0000E+00  0.0000
   3.4041E-03   3.4356E-03   0.0000E+00  0.0000
   3.4356E-03   3.4674E-03   0.0000E+00  0.0000
   3.4674E-03   3.4995E-03   0.0000E+00  0.0000
   3.4995E-03   3.5318E-03   0.0000E+00  0.0000
   3.5318E-03   3.5645E-03   0.0000E+00  0.0000
   3.5645E-03   3.5975E-03   0.0000E+00  0.0000
   3.5975E-03   3.6308E-03   0.0000E+00  0.0000
   3.6308E-03   3.6644E-03   0.0000E+00  0.0000
   3.6644E-03   3.6983E-03   0.0000E+00  0.0000
   3.6983E-03   3.7325E-03   0.0000E+00  0.0000
   3.7325E-03   3.7670E-03   0.0000E+00  0.0000
   3.7670E-03   3.8019E-03   0.0000E+00  0.0000
   3.8019E-03   3.8371E-03   0.0000E+00  0.0000
   3.8371E-03   3.8726E-03   0.0000E+00  0.0000
   3.8726E-03   3.9084E-03   0.0000E+00  0.0000
   3.9084E-03   3.9446E-03   0.0000E+00  0.0000
   3.9446E-03   3.9811E-03   0.0000E+00  0.0000
   3.9811E-03   4.0179E-03   0.0000E+00  0.0000
   4.0179E-03   4.0551E-03   0.0000E+00  0.0000
   4.0551E-03   4.0926E-03   0.0000E+00  0.0000
   4.0926E-03   4.1305E-03   0.0000E+00  0.0000
   4.1305E-03   4.1687E-03   0.0000E+00  0.0000
   4.1687E-03   4.2073E-03   0.0000E+00  0.0000
   4.2073E-03   4.2462E-03   0.0000E+00  0.0000
   4.2462E-03   4.2855E-03   0.0000E+00  0.0000
   4.2855E-03   4.3251E-03   0.0000E+00  0.0000
   4.3251E-03   4.3652E-03   0.0000E+00  0.0000
   4.3652E-03   4.4055E-03   0.0000E+00  0.0000
   4.4055E-03   4.4463E-03   0.0000E+00  0.0000
   4.4463E-03   4.4875E-03   0.0000E+00  0.0000
   4.4875E-03   4.5290E-03   0.0000E+00  0.0000
   4.5290E-03   4.5709E-03   0.0000E+00  0.0000
   4.5709E-03   4.6132E-03   0.0000E+00  0.0000
   4.6132E-03   4.6559E-03   0.0000E+00  0.0000
   4.6559E-03   4.6989E-03   0.0000E+00  0.0000
   4.6989E-03   4.7424E-03   0.0000E+00  0.0000
   4.7424E-03   4.7863E-03   0.0000E+00  0.0000
   4.7863E-03   4.8306E-03   0.0000E+00  0.0000
   4.8306E-03   4.8753E-03   0.0000E+00  0.0000
   4.8753E-03   4.9204E-03   0.0000E+00  0.0000
   4.9204E-03   4.9659E-03   0.0000E+00  0.0000
   4.9659E-03   5.0119E-03   0.0000E+00  0.0000
   5.0119E-03   5.0582E-03   0.0000E+00  0.0000
   5.0582E-03   5.1050E-03   0.0000E+00  0.0000
   5.1050E-03   5.1523E-03   0.0000E+00  0.0000
   5.1523E-03   5.2000E-03   0.0000E+00  0.0000
   5.2000E-03   5.2481E-03   0.0000E+00  0.0000
   5.2481E-03   5.2966E-03   0.0000E+00  0.0000
   5.2966E-03   5.3456E-03   0.0000E+00  0.0000
   5.3456E-03   5.3951E-03   0.0000E+00  0.0000
   5.3951E-03   5.4450E-03   0.0000E+00  0.0000
   5.4450E-03   5.4954E-03   0.0000E+00  0.0000
   5.4954E-03   5.5463E-03   0.0000E+00  0.0000
   5.5463E-03   5.5976E-03   0.0000E+00  0.0000
   5.5976E-03   5.6494E-03   0.0000E+00  0.0000
   5.6494E-03   5.7016E-03   1.8799E+03  1.0000
   5.7016E-03   5.7544E-03   0.0000E+00  0.0000
   5.7544E-03   5.8076E-03   0.0000E+00  0.0000
   5.8076E-03   5.8614E-03   0.0000E+00  0.0000
   5.8614E-03   5.9156E-03   0.0000E+00  0.0000
   5.9156E-03   5.9704E-03   0.0000E+00  0.0000
   5.9704E-03   6.0256E-03   0.0000E+00  0.0000
   6.0256E-03   6.0814E-03   0.0000E+00  0.0000
   6.0814E-03   6.1376E-03   0.0000E+00  0.0000
   6.1376E-03   6.1944E-03   0.0000E+00  0.0000
   6.1944E-03   6.2517E-03   0.0000E+00  0.0000
   6.2517E-03   6.3096E-03   0.0000E+00  0.0000
   6.3096E-03   6.3680E-03   0.0000E+00  0.0000
   6.3680E-03   6.4269E-03   0.0000E+00  0.0000
   6.4269E-03   6.4863E-03   0.0000E+00  0.0000
   6.4863E-03   6.5464E-03   0.0000E+00  0.0000
   6.5464E-03   6.6069E-03   0.0000E+00  0.0000
   6.6069E-03   6.6681E-03   0.0000E+00  0.0000
   6.6681E-03   6.7298E-03   0.0000E+00  0.0000
   6.7298E-03   6.7920E-03   0.0000E+00  0.0000
   6.7920E-03   6.8549E-03   0.0000E+00  0.0000
   6.8549E-03   6.9183E-03   0.0000E+00  0.0000
   6.9183E-03   6.9823E-03   0.0000E+00  0.0000
   6.9823E-03   7.0469E-03   0.0000E+00  0.0000
   7.0469E-03   7.1121E-03   0.0000E+00  0.0000
   7.1121E-03   7.1779E-03   0.0000E+00  0.0000
   7.1779E-03   7.2444E-03   0.0000E+00  0.0000
   7.2444E-03   7.3114E-03   0.0000E+00  0.0000
   7.3114E-03   7.3790E-03   0.0000E+00  0.0000
   7.3790E-03   7.4473E-03   0.0000E+00  0.0000
   7.4473E-03   7.5162E-03   0.0000E+00  0.0000
   7.5162E-03   7.5858E-03   0.0000E+00  0.0000
   7.5858E-03   7.6560E-03   0.0000E+00  0.0000
   7.6560E-03   7.7268E-03   0.0000E+00  0.0000
   7.7268E-03   7.7983E-03   0.0000E+00  0.0000
   7.7983E-03   7.8705E-03   0.0000E+00  0.0000
   7.8705E-03   7.9433E-03   0.0000E+00  0.0000
   7.9433E-03   8.0168E-03   0.0000E+00  0.0000
   8.0168E-03   8.0910E-03   0.0000E+00  0.0000
   8.0910E-03   8.1658E-03   0.0000E+00  0.0000
   8.1658E-03   8.2414E-03   0.0000E+00  0.0000
   8.2414E-03   8.3176E-03   0.0000E+00  0.0000
   8.3176E-03   8.3946E-03   0.0000E+00  0.0000
   8.3946E-03   8.4723E-03   0.0000E+00  0.0000
   8.4723E-03   8.5507E-03   0.0000E+00  0.0000
   8.5507E-03   8.6298E-03   0.0000E+00  0.0000
   8.6298E-03   8.7096E-03   0.0000E+00  0.0000
   8.7096E-03   8.7902E-03   0.0000E+00  0.0000
   8.7902E-03   8.8716E-03   0.0000E+00  0.0000
   8.8716E-03   8.9536E-03   0.0000E+00  0.0000
   8.9536E-03   9.0365E-03   0.0000E+00  0.0000
   9.0365E-03   9.1201E-03   0.0000E+00  0.0000
   9.1201E-03   9.2045E-03   0.0000E+00  0.0000
   9.2045E-03   9.2897E-03   0.0000E+00  0.0000
   9.2897E-03   9.3756E-03   0.0000E+00  0.0000
   9.3756E-03   9.4624E-03   0.0000E+00  0.0000
   9.4624E-03   9.5499E-03   0.0000E+00  0.0000
   9.5499E-03   9.6383E-03   1.0197E+05  1.0000
   9.6383E-03   9.7275E-03   0.0000E+00  0.0000
   9.7275E-03   9.8175E-03   0.0000E+00  0.0000
   9.8175E-03   9.9083E-03   0.0000E+00  0.0000
   9.9083E-03   1.0000E-02   0.0000E+00  0.0000
   1.0000E-02   1.0093E-02   0.0000E+00  0.0000
   1.0093E-02   1.0186E-02   0.0000E+00  0.0000
   1.0186E-02   1.0280E-02   0.0000E+00  0.0000
   1.0280E-02   1.0375E-02   0.0000E+00  0.0000
   1.0375E-02   1.0471E-02   0.0000E+00  0.0000
   1.0471E-02   1.0568E-02   0.0000E+00  0.0000
   1.0568E-02   1.0666E-02   0.0000E+00  0.0000
   1.0666E-02   1.0765E-02   0.0000E+00  0.0000
   1.0765E-02   1.0864E-02   0.0000E+00  0.0000
   1.0864E-02   1.0965E-02   0.0000E+00  0.0000
   1.0965E-02   1.1066E-02   0.0000E+00  0.0000
   1.1066E-02   1.1169E-02   0.0000E+00  0.0000
   1.1169E-02   1.1272E-02   0.0000E+00  0.0000
   1.1272E-02   1.1376E-02   0.0000E+00  0.0000
   1.1376E-02   1.1482E-02   0.0000E+00  0.0000
   1.1482E-02   1.1588E-02   0.0000E+00  0.0000
   1.1588E-02   1.1695E-02   0.0000E+00  0.0000
   1.1695E-02   1.1803E-02   0.0000E+00  0.0000
   1.1803E-02   1.1912E-02   0.0000E+00  0.0000
   1.1912E-02   1.2023E-02   0.0000E+00  0.0000
   1.2023E-02   1.2134E-02   0.0000E+00  0.0000
   1.2134E-02   1.2246E-02   0.0000E+00  0.0000
   1.2246E-02   1.2359E-02   0.0000E+00  0.0000
   1.2359E-02   1.2474E-02   0.0000E+00  0.0000
   1.2474E-02   1.2589E-02   0.0000E+00  0.0000
   1.2589E-02   1.2706E-02   0.0000E+00  0.0000
   1.2706E-02   1.2823E-02   0.0000E+00  0.0000
   1.2823E-02   1.2942E-02   0.0000E+00  0.0000
   1.2942E-02   1.3062E-02   0.0000E+00  0.0000
   1.3062E-02   1.3183E-02   0.0000E+00  0.0000
   1.3183E-02   1.3305E-02   0.0000E+00  0.0000
   1.3305E-02   1.3428E-02   6.7713E+04  1.0000
   1.3428E-02   1.3552E-02   0.0000E+00  0.0000
   1.3552E-02   1.3677E-02   0.0000E+00  0.0000
   1.3677E-02   1.3804E-02   0.0000E+00  0.0000
   1.3804E-02   1.3932E-02   0.0000E+00  0.0000
   1.3932E-02   1.4060E-02   0.0000E+00  0.0000
   1.4060E-02   1.4191E-02   0.0000E+00  0.0000
   1.4191E-02   1.4322E-02   0.0000E+00  0.0000
   1.4322E-02   1.4454E-02   0.0000E+00  0.0000
   1.4454E-02   1.4588E-02   0.0000E+00  0.0000
   1.4588E-02   1.4723E-02   0.0000E+00  0.0000
   1.4723E-02   1.4859E-02   0.0000E+00  0.0000
   1.4859E-02   1.4997E-02   0.0000E+00  0.0000
   1.4997E-02   1.5136E-02   0.0000E+00  0.0000
   1.5136E-02   1.5276E-02   0.0000E+00  0.0000
   1.5276E-02   1.5417E-02   0.0000E+00  0.0000
   1.5417E-02   1.5560E-02   0.0000E+00  0.0000
   1.5560E-02   1.5704E-02   0.0000E+00  0.0000
   1.5704E-02   1.5849E-02   0.0000E+00  0.0000
   1.5849E-02   1.5996E-02   0.0000E+00  0.0000
